date,CO_content,HCL_content,NOx_content,SO2_content,Primary_air_regulator,Primary_air_volume,Main_steam_flow_rate_setting,Secondary_air_regulator,Secondary_air_volume,Inducer_fan_speed,Pusher_start_stop,Pusher_manual_command,Pusher_automatic_throwback_signal,Pusher_automatic_command,Oxygen_setpoint,Ladle_water_level,Grate_start_stop,Grate_actual_operation_command,Grate_manual_command,Grate_automatic_throw-out_signal,Feedwater_flow
2021-12-22 23:30:11,2.4583,2.662,107.9444,2.6181,65.5463,74199.0391,60.0,49.4815,18207.1426,67.4167,False,40.0,False,70.0,25.0,7.7088,False,50.0,50.0,False,68.6777
2021-12-22 23:30:12,2.5625,2.6065,108.0741,2.7083,65.5602,73706.6719,60.0,49.456,18124.5684,67.4468,False,40.0,False,70.0,25.0,7.651,False,50.0,50.0,False,68.6282
2021-12-22 23:30:13,2.4583,2.6296,108.0185,2.7083,65.5301,73287.4766,60.0,49.5,18062.3926,67.4468,False,40.0,False,70.0,25.0,7.5026,False,50.0,50.0,False,68.6253
2021-12-22 23:30:14,2.5,2.6759,108.1296,2.6458,65.544,73142.0938,60.0,49.5069,18124.5684,67.4398,False,40.0,False,70.0,25.0,7.29,False,50.0,50.0,False,68.632
2021-12-22 23:30:15,2.5417,2.6898,108.1296,2.5764,65.5509,73004.1172,60.0,49.463,18124.5684,67.4491,False,40.0,False,70.0,25.0,7.1243,False,50.0,50.0,False,68.6236
2021-12-22 23:30:16,2.5625,2.4907,107.463,2.5972,65.5463,72919.6563,60.0,49.4398,18124.5684,67.4398,False,40.0,False,70.0,25.0,7.1179,False,50.0,50.0,False,68.6313
2021-12-22 23:30:17,2.5208,2.5046,107.3889,2.6389,65.5671,73546.8984,60.0,49.4468,18207.1426,67.4491,False,40.0,False,70.0,25.0,7.093,False,50.0,50.0,False,68.6341
2021-12-22 23:30:18,2.4792,2.5324,107.3889,2.6875,65.5671,73340.9609,60.0,49.4444,18207.1426,67.4167,False,40.0,False,70.0,25.0,7.0756,False,50.0,50.0,False,68.6396
2021-12-22 23:30:19,2.4931,2.5509,107.4444,2.6875,65.53699999999999,72565.4141,60.0,49.4907,18268.8262,67.4236,False,40.0,False,70.0,25.0,6.9881,False,50.0,50.0,False,68.6566
2021-12-22 23:30:20,2.5278,2.5231,107.2222,2.625,65.5602,73088.4609,60.0,49.4769,18268.8262,67.4167,False,40.0,False,70.0,25.0,6.8774,False,50.0,50.0,False,68.6812
2021-12-22 23:30:21,2.5417,2.5093,107.4444,2.6389,65.5463,73295.1172,60.0,49.4977,18207.1426,67.4167,False,40.0,False,70.0,25.0,6.7943,False,50.0,50.0,False,68.6937
2021-12-22 23:30:22,2.5625,2.3333,105.2593,2.7083,65.5301,73188.0391,60.0,49.4769,18124.5684,67.4468,False,40.0,False,70.0,25.0,6.7368,False,50.0,50.0,False,68.7092
2021-12-22 23:30:23,2.5208,2.3657,105.1852,2.6667,65.53699999999999,73157.4063,60.0,49.4676,18124.5684,67.4606,False,40.0,False,70.0,25.0,6.6754,False,50.0,50.0,False,68.6975
2021-12-22 23:30:24,2.4514,2.375,105.2593,2.6458,65.5532,73501.1875,60.0,49.4769,18207.1426,67.46300000000001,False,40.0,False,70.0,25.0,6.6484,False,50.0,50.0,False,68.6736
2021-12-22 23:30:25,2.5417,2.3935,104.963,2.5556,65.5532,73835.7656,60.0,49.4606,18350.75,67.4329,False,40.0,False,70.0,25.0,6.6873,False,50.0,50.0,False,68.6305
2021-12-22 23:30:26,2.5625,2.3657,105.0185,2.6181,65.53699999999999,74063.0156,60.0,49.4745,18553.9766,67.3796,False,40.0,False,70.0,25.0,6.728,False,50.0,50.0,False,68.5948
2021-12-22 23:30:27,2.4792,2.3611,105.0926,2.6875,65.53699999999999,73569.75,60.0,49.4398,18614.5098,67.4329,False,40.0,False,70.0,25.0,6.7441,True,50.0,50.0,False,68.5387
2021-12-22 23:30:28,2.4792,2.3611,105.0926,2.6875,65.53699999999999,73233.9453,60.0,49.4398,18694.9199,67.4329,False,40.0,False,70.0,25.0,6.6466,True,50.0,50.0,False,68.4951
2021-12-22 23:30:29,1.4653,2.7083,103.8704,2.6875,65.5463,73004.1172,60.0,49.4745,18755.0,67.419,False,40.0,False,70.0,25.0,6.5034,True,50.0,50.0,False,68.4661
2021-12-22 23:30:30,1.3958,2.6944,103.9444,2.6458,65.5301,73218.6484,60.0,49.4907,18755.0,67.4236,False,40.0,False,70.0,25.0,6.5111,True,50.0,50.0,False,68.4656
2021-12-22 23:30:31,1.375,2.6667,104.0,2.6181,65.53699999999999,73729.4688,60.0,49.4907,18694.9199,67.46300000000001,False,40.0,False,70.0,25.0,6.5403,True,50.0,50.0,False,68.4426
2021-12-22 23:30:32,1.3958,2.6065,104.0556,2.6389,65.53699999999999,74017.625,60.0,49.456,18755.0,67.4375,True,40.0,False,70.0,25.0,6.5108,True,50.0,50.0,False,68.4135
2021-12-22 23:30:33,1.4167,2.6481,103.8889,2.6875,65.5671,74598.1016,60.0,49.463,18814.8887,67.3079,True,40.0,False,70.0,25.0,6.4283,True,50.0,50.0,False,68.3985
2021-12-22 23:30:34,1.4861,2.662,103.8889,2.6458,65.5602,74417.6641,60.0,49.4468,18953.8926,67.0579,True,40.0,False,70.0,25.0,6.3916,True,50.0,50.0,False,68.4092
2021-12-22 23:30:35,1.4236,2.6759,103.7778,2.625,65.5394,74146.1719,60.0,49.463,18874.5859,66.8056,True,40.0,False,70.0,25.0,6.3917,True,50.0,50.0,False,68.3976
2021-12-22 23:30:36,1.3958,2.5648,101.0555,2.1528,65.5463,73759.8594,60.0,49.4699,18814.8887,66.7176,True,40.0,False,70.0,25.0,6.4194,True,50.0,50.0,False,68.4586
2021-12-22 23:30:37,1.4236,2.537,101.0,2.1528,65.5463,73394.4063,60.0,49.4769,18674.8496,66.7731,True,40.0,False,70.0,25.0,6.4719,True,50.0,50.0,False,68.4962
2021-12-22 23:30:38,1.4167,2.4907,101.0185,2.1736,65.5509,73363.8672,60.0,49.463,18553.9766,66.9005,True,40.0,False,70.0,25.0,6.5055,True,50.0,50.0,False,68.5103
2021-12-22 23:30:39,1.4375,2.5046,101.1852,2.1944,65.5509,72896.6016,60.0,49.4699,18472.9531,67.0787,True,40.0,False,70.0,25.0,6.4485,True,40.0,40.0,False,68.5287
2021-12-22 23:30:40,1.3958,2.5185,100.9445,2.2361,65.5532,72588.5625,60.0,49.4329,18411.9512,67.206,True,40.0,False,70.0,25.0,6.3179,True,40.0,40.0,False,68.5485
2021-12-22 23:30:41,1.375,2.5648,100.8148,2.2431,65.53699999999999,72457.25,60.0,49.4306,18330.3008,67.206,True,40.0,False,70.0,25.0,6.18,True,40.0,40.0,False,68.5763
2021-12-22 23:30:42,1.1667,2.8472,99.6296,2.1111,65.5532,72750.4453,60.0,49.4745,18268.8262,67.1505,True,40.0,False,70.0,25.0,6.0766,True,40.0,40.0,False,68.5494
2021-12-22 23:30:43,1.1597,2.8194,99.7593,2.1528,65.5602,72904.2891,60.0,49.4676,18268.8262,67.081,True,40.0,False,70.0,25.0,6.0339,True,40.0,40.0,False,68.5313
2021-12-22 23:30:44,1.2083,2.8056,99.7963,2.1944,65.5301,73264.5391,60.0,49.4699,18330.3008,67.1019,True,40.0,False,70.0,25.0,6.025,True,40.0,40.0,False,68.5564
2021-12-22 23:30:45,1.25,2.7917,99.9815,2.1944,65.5463,73607.8047,60.0,49.4861,18411.9512,67.1111,True,40.0,False,70.0,25.0,5.9393,True,40.0,40.0,False,68.5842
2021-12-22 23:30:46,1.2431,2.7731,99.8148,2.2639,65.5532,73569.75,60.0,49.4699,18411.9512,67.1204,True,40.0,False,70.0,25.0,5.8404,True,40.0,40.0,False,68.5884
2021-12-22 23:30:47,1.2014,2.7917,99.7037,2.2431,65.544,72927.3359,60.0,49.4375,18330.3008,67.08800000000001,True,40.0,False,70.0,25.0,5.8474,True,40.0,40.0,False,68.5938
2021-12-22 23:30:48,1.1806,2.8009,99.5741,2.2014,65.5463,73211.0,60.0,49.4444,18268.8262,67.08800000000001,True,40.0,False,70.0,25.0,5.7755,True,40.0,40.0,False,68.6139
2021-12-22 23:30:49,1.1181,2.6898,96.3519,1.9653,65.53699999999999,73218.6484,60.0,49.4977,18268.8262,67.125,True,40.0,False,70.0,25.0,5.7023,True,40.0,40.0,False,68.6302
2021-12-22 23:30:50,1.2292,2.6528,96.3148,1.8958,65.5532,73142.0938,60.0,49.463,18268.8262,67.1204,True,40.0,False,70.0,25.0,5.635,True,40.0,40.0,False,68.6406
2021-12-22 23:30:51,1.1875,2.6065,96.4074,1.9167,65.5301,73034.8047,60.0,49.4491,18411.9512,67.1412,True,40.0,False,70.0,25.0,5.5742,True,40.0,40.0,False,68.6408
2021-12-22 23:30:52,1.1875,2.6296,96.4259,1.9653,65.53699999999999,73004.1172,60.0,49.4375,18411.9512,67.0972,True,40.0,False,70.0,25.0,5.5246,True,40.0,40.0,False,68.62899999999999
2021-12-22 23:30:53,1.2292,2.6435,96.2963,1.9861,65.5602,72950.375,60.0,49.4444,18330.3008,67.1019,True,40.0,False,70.0,25.0,5.4744,True,40.0,40.0,False,68.6043
2021-12-22 23:30:54,1.2431,2.6574,96.1296,1.9861,65.5301,73363.8672,60.0,49.4375,18411.9512,67.08800000000001,True,40.0,False,70.0,25.0,5.4367,True,40.0,40.0,False,68.5951
2021-12-22 23:30:55,1.2014,2.6898,93.8148,2.1528,65.5602,73729.4688,60.0,49.4907,18472.9531,67.1157,True,40.0,False,70.0,25.0,5.3965,True,40.0,40.0,False,68.5972
2021-12-22 23:30:56,1.1597,2.6898,93.8704,2.1528,65.544,73264.5391,60.0,49.4514,18472.9531,67.1019,True,40.0,False,70.0,25.0,5.4075,True,40.0,40.0,False,68.5845
2021-12-22 23:30:57,1.2222,2.662,94.0926,2.1528,65.53699999999999,73004.1172,60.0,49.4838,18553.9766,67.08800000000001,True,40.0,False,70.0,25.0,5.5321,True,40.0,40.0,False,68.569
2021-12-22 23:30:58,1.2083,2.6481,93.963,2.1736,65.53699999999999,73493.5625,60.0,49.4745,18472.9531,67.0555,True,40.0,False,70.0,25.0,5.5175,True,40.0,40.0,False,68.5633
2021-12-22 23:30:59,1.1806,2.6343,93.9259,2.1944,65.5602,72981.0859,60.0,49.5,18553.9766,67.0185,True,40.0,False,70.0,25.0,5.468,True,40.0,40.0,False,68.5605
2021-12-22 23:31:00,1.2222,2.6574,94.0556,2.2639,65.5463,73188.0391,60.0,49.4398,18553.9766,67.0486,True,40.0,False,70.0,25.0,5.4233,True,40.0,40.0,False,68.5605
2021-12-22 23:31:01,1.2014,2.6898,94.0926,2.2153,65.5301,73233.9453,60.0,49.4907,18614.5098,67.0949,True,40.0,False,70.0,25.0,5.379,True,40.0,40.0,False,68.5845
2021-12-22 23:31:02,1.6111,2.6898,92.2222,2.4097,65.5231,73134.4375,60.0,49.4745,18553.9766,67.0787,True,40.0,False,70.0,25.0,5.3507,True,40.0,40.0,False,68.5823
2021-12-22 23:31:03,1.6319,2.662,92.1481,2.4097,65.5301,73241.5938,60.0,49.4931,18553.9766,67.0718,True,40.0,False,70.0,25.0,5.3803,True,40.0,40.0,False,68.5845
2021-12-22 23:31:04,1.6528,2.6481,92.2778,2.3819,65.544,73607.8047,60.0,49.4792,18614.5098,67.0741,True,40.0,False,70.0,25.0,5.3906,True,40.0,40.0,False,68.6061
2021-12-22 23:31:05,1.6944,2.6204,92.1111,2.4306,65.5532,73964.6328,60.0,49.4398,18614.5098,67.0579,True,40.0,False,70.0,25.0,5.3574,True,40.0,40.0,False,68.6349
2021-12-22 23:31:06,1.6458,2.6343,92.1111,2.4722,65.5532,73676.2656,60.0,49.4375,18674.8496,67.0648,True,40.0,False,70.0,25.0,5.3232,True,40.0,40.0,False,68.6764
2021-12-22 23:31:07,1.5903,2.662,92.1667,2.4514,65.5602,73363.8672,60.0,49.4491,18755.0,67.0417,True,40.0,False,70.0,25.0,5.2923,True,40.0,40.0,False,68.6925
2021-12-22 23:31:08,1.6042,2.6574,92.037,2.3889,65.5394,72904.2891,60.0,49.4815,18674.8496,67.0555,True,40.0,False,70.0,25.0,5.2644,True,40.0,40.0,False,68.7081
2021-12-22 23:31:09,1.6111,2.5509,89.8333,1.4722,65.53699999999999,73034.8047,60.0,49.4838,18674.8496,67.0856,True,40.0,False,70.0,25.0,5.2391,True,40.0,40.0,False,68.7001
2021-12-22 23:31:10,1.6736,2.4769,89.8333,1.4722,65.5301,73188.0391,60.0,49.4931,18553.9766,67.1111,True,40.0,False,70.0,25.0,5.1955,True,40.0,40.0,False,68.7557
2021-12-22 23:31:11,1.6736,2.4769,89.8333,1.4722,65.5301,73188.0391,60.0,49.4931,18553.9766,67.1111,True,40.0,False,70.0,25.0,5.1955,True,40.0,40.0,False,68.7557
2021-12-22 23:31:12,1.6528,2.5231,89.7222,1.5139,65.5602,73386.7734,60.0,49.4236,18674.8496,67.0972,True,40.0,False,70.0,25.0,5.1768,True,40.0,40.0,False,68.7507
2021-12-22 23:31:13,1.6042,2.5046,89.7222,1.5347,65.5532,73645.8516,60.0,49.4398,18734.9941,67.1273,True,40.0,False,70.0,25.0,5.1599,True,40.0,40.0,False,68.75399999999999
2021-12-22 23:31:14,1.6667,2.5463,89.6481,1.5,65.5532,73979.7734,60.0,49.4769,18755.0,67.1412,True,40.0,False,70.0,25.0,5.1446,True,40.0,40.0,False,68.7636
2021-12-22 23:31:15,1.4167,2.4074,87.5185,1.8958,65.53699999999999,73957.0547,60.0,49.5139,18755.0,67.1343,True,40.0,False,70.0,25.0,5.1295,True,40.0,40.0,False,68.7924
2021-12-22 23:31:16,1.4167,2.3796,87.5185,1.9167,65.5231,73911.5859,60.0,49.5069,18755.0,67.1181,True,40.0,False,70.0,25.0,5.1183,True,40.0,40.0,False,68.7981
2021-12-22 23:31:17,1.4167,2.3796,87.4444,1.9375,65.5301,73835.7656,60.0,49.4769,18614.5098,67.1343,True,40.0,False,70.0,25.0,5.0663,True,40.0,40.0,False,68.7758
2021-12-22 23:31:18,1.4167,2.3519,87.4074,1.9583,65.5602,73607.8047,60.0,49.4167,18614.5098,67.081,True,40.0,False,70.0,25.0,5.0494,True,40.0,40.0,False,68.7625
2021-12-22 23:31:19,1.3958,2.3241,87.463,2.0,65.5463,73417.3047,60.0,49.4537,18553.9766,67.1088,True,40.0,False,70.0,25.0,5.0447,True,40.0,40.0,False,68.7418
2021-12-22 23:31:20,1.4375,2.3657,87.463,2.0278,65.5532,73957.0547,60.0,49.4699,18553.9766,67.08800000000001,True,40.0,False,70.0,25.0,5.0404,True,40.0,40.0,False,68.7371
2021-12-22 23:31:21,1.4236,2.3611,87.5185,1.9861,65.5301,73706.6719,60.0,49.4676,18533.752,67.1412,True,40.0,False,70.0,25.0,5.0365,True,40.0,40.0,False,68.77
2021-12-22 23:31:22,1.1875,2.5231,86.4444,1.9653,65.5301,73759.8594,60.0,49.4931,18472.9531,67.125,True,40.0,False,70.0,25.0,5.033,True,40.0,40.0,False,68.7958
2021-12-22 23:31:23,1.2083,2.5093,86.463,1.9236,65.5463,73866.1094,60.0,49.456,18411.9512,67.1111,True,40.0,False,70.0,25.0,5.0299,True,40.0,40.0,False,68.7834
2021-12-22 23:31:24,1.25,2.4769,86.4074,1.9167,65.5463,73752.2578,60.0,49.4699,18533.752,67.0949,True,40.0,False,70.0,25.0,5.0268,True,40.0,40.0,False,68.7751
2021-12-22 23:31:25,1.1806,2.4907,86.3148,2.0069,65.53699999999999,73987.3516,60.0,49.4745,18472.9531,67.1319,True,40.0,False,70.0,25.0,5.0242,True,40.0,40.0,False,68.7937
2021-12-22 23:31:26,1.25,2.537,86.3148,1.9583,65.5301,74138.6172,60.0,49.4931,18472.9531,67.1343,True,40.0,False,70.0,25.0,5.0219,True,40.0,40.0,False,68.8093
2021-12-22 23:31:27,1.2222,2.5185,86.2778,1.9861,65.5532,74161.2813,60.0,49.4676,18614.5098,67.1019,True,40.0,False,70.0,25.0,5.02,True,40.0,40.0,False,68.8427
2021-12-22 23:31:28,1.375,2.2685,84.6296,1.7083,65.53699999999999,74115.9453,60.0,49.5139,18614.5098,67.125,True,40.0,False,70.0,25.0,5.0181,True,40.0,40.0,False,68.857
2021-12-22 23:31:29,1.5069,2.2685,84.5185,1.7083,65.544,74447.7578,60.0,49.4468,18614.5098,67.081,True,40.0,False,70.0,25.0,4.9949,True,40.0,40.0,False,68.8656
2021-12-22 23:31:30,1.4236,2.2222,84.7037,1.75,65.544,74168.8359,60.0,49.4398,18553.9766,67.08800000000001,True,40.0,False,70.0,25.0,4.8645,True,40.0,40.0,False,68.8534
2021-12-22 23:31:31,1.4653,2.213,84.5741,1.75,65.5602,73934.3203,60.0,49.4444,18472.9531,67.0949,True,40.0,False,70.0,25.0,4.6849,True,40.0,40.0,False,68.8402
2021-12-22 23:31:32,1.4861,2.1806,84.5741,1.7917,65.5532,73881.2734,60.0,49.4769,18553.9766,67.125,True,40.0,False,70.0,25.0,4.5278,True,40.0,40.0,False,68.8498
2021-12-22 23:31:33,1.3542,2.25,84.7037,1.7917,65.53699999999999,73287.4766,60.0,49.5,18553.9766,67.1134,True,40.0,False,70.0,25.0,4.432,True,40.0,40.0,False,68.8686
2021-12-22 23:31:34,1.3958,2.2685,84.463,1.7708,65.5532,72588.5625,60.0,49.4375,18533.752,67.1088,True,40.0,False,70.0,25.0,4.3948,True,40.0,40.0,False,68.8788
2021-12-22 23:31:35,1.1597,2.2407,81.7593,1.9653,65.5231,72147.3438,60.0,49.5,18614.5098,67.1273,True,40.0,False,70.0,25.0,4.3956,True,40.0,40.0,False,68.8837
2021-12-22 23:31:36,1.1181,2.2269,81.7407,1.9583,65.5532,71960.75,60.0,49.4861,18755.0,67.1181,True,40.0,False,70.0,25.0,4.334,True,40.0,40.0,False,68.8958
2021-12-22 23:31:37,1.1875,2.1991,81.6296,2.0,65.5532,72193.9141,60.0,49.4861,18755.0,67.08800000000001,True,40.0,False,70.0,25.0,4.2734,True,40.0,40.0,False,68.8712
2021-12-22 23:31:38,1.2083,2.2083,81.5741,2.0069,65.544,72665.6953,60.0,49.4074,18755.0,67.08800000000001,True,40.0,False,70.0,25.0,4.0863,True,40.0,40.0,False,68.8668
2021-12-22 23:31:39,1.25,2.2222,81.46300000000001,2.0069,65.5625,73333.3203,60.0,49.4653,18614.5098,67.125,True,40.0,False,70.0,25.0,4.0337,True,40.0,40.0,False,68.8727
2021-12-22 23:31:40,1.1597,2.2361,81.6296,1.9653,65.5671,73721.875,60.0,49.4606,18553.9766,67.1019,True,40.0,False,70.0,25.0,3.9926,True,40.0,40.0,False,68.8667
2021-12-22 23:31:41,1.2083,2.2685,81.6111,1.9444,65.5301,73011.7813,60.0,49.4907,18411.9512,67.1412,True,40.0,False,70.0,25.0,4.0728,True,40.0,40.0,False,68.863
2021-12-22 23:31:42,1.25,2.5509,83.6296,1.8958,65.53699999999999,72488.1719,60.0,49.4931,18411.9512,67.1898,True,40.0,False,70.0,25.0,4.031000000000001,True,40.0,40.0,False,68.8639
2021-12-22 23:31:43,1.2222,2.5231,83.5741,1.9583,65.544,73057.8047,60.0,49.5093,18472.9531,67.3611,True,40.0,False,70.0,25.0,3.9534,True,40.0,40.0,False,68.881
2021-12-22 23:31:44,1.2014,2.5185,83.3889,1.9583,65.5602,73775.0391,60.0,49.4514,18411.9512,67.4954,True,40.0,False,70.0,25.0,3.8857,True,40.0,40.0,False,68.9412
2021-12-22 23:31:45,1.25,2.5185,83.5741,2.0,65.5532,73516.4219,60.0,49.4699,18411.9512,67.6042,True,40.0,False,70.0,25.0,3.8707,True,40.0,40.0,False,69.0654
2021-12-22 23:31:46,1.1389,2.5648,83.2593,2.0069,65.5463,73211.0,60.0,49.4745,18411.9512,67.5625,True,40.0,False,70.0,25.0,3.9032,True,40.0,40.0,False,69.2024
2021-12-22 23:31:47,1.2083,2.5509,83.4259,1.9167,65.544,72557.6953,60.0,49.4977,18350.75,67.4931,True,40.0,False,70.0,25.0,4.0081,True,40.0,40.0,False,69.3563
2021-12-22 23:31:48,1.1597,2.8194,79.3148,6.3333,65.544,73782.6328,60.0,49.4259,18411.9512,67.3704,True,40.0,False,70.0,25.0,4.1119,True,40.0,40.0,False,69.4918
2021-12-22 23:31:49,1.2222,2.7917,79.3706,6.3958,65.544,73759.8594,60.0,49.4931,18411.9512,67.3472,True,40.0,False,70.0,25.0,4.1377,True,40.0,40.0,False,69.5998
2021-12-22 23:31:50,1.25,2.7593,79.3148,6.4236,65.5532,73264.5391,60.0,49.463,18533.752,67.3171,True,40.0,False,70.0,25.0,3.9554,True,40.0,40.0,False,69.6747
2021-12-22 23:31:51,1.2014,2.8056,79.2038,6.4028,65.53699999999999,73699.0703,60.0,49.4398,18553.9766,67.3403,True,40.0,False,70.0,25.0,3.7606,True,40.0,40.0,False,69.7039
2021-12-22 23:31:52,1.1806,2.8009,79.1852,6.3819,65.5671,73957.0547,60.0,49.4676,18553.9766,67.3843,True,40.0,False,70.0,25.0,3.6448,True,40.0,40.0,False,69.7371
2021-12-22 23:31:53,1.1389,2.8333,79.1296,6.3611,65.5394,74244.3203,60.0,49.4444,18553.9766,67.4213,True,40.0,False,70.0,25.0,3.5809,True,40.0,40.0,False,69.7243
2021-12-22 23:31:54,1.1667,2.7917,79.1296,6.3125,65.5301,73661.0625,60.0,49.4676,18472.9531,67.4074,True,40.0,False,70.0,25.0,3.5952,True,40.0,40.0,False,69.6999
2021-12-22 23:31:55,1.2014,2.6481,79.1852,1.7014,65.5463,73371.5078,60.0,49.4907,18411.9512,67.3773,True,40.0,False,70.0,25.0,3.4449,True,40.0,40.0,False,69.6675
2021-12-22 23:31:56,1.1806,2.6574,79.1852,1.7708,65.5231,73668.6719,60.0,49.4838,18472.9531,67.3706,True,40.0,False,70.0,25.0,3.2664,True,40.0,40.0,False,69.6844
2021-12-22 23:31:57,1.1806,2.6574,79.1852,1.7708,65.5231,73668.6719,60.0,49.4838,18472.9531,67.3706,True,40.0,False,70.0,25.0,3.2664,True,40.0,40.0,False,69.6844
2021-12-22 23:31:58,1.2014,2.6898,79.2038,1.7083,65.5602,73447.8125,60.0,49.4468,18472.9531,67.3773,True,40.0,False,70.0,25.0,3.2301,True,40.0,40.0,False,69.7194
2021-12-22 23:31:59,1.1806,2.6898,79.1852,1.6597,65.5532,73318.0391,60.0,49.4398,18411.9512,67.382,True,40.0,False,70.0,25.0,3.3284,True,40.0,40.0,False,69.7429
2021-12-22 23:32:00,1.1389,2.662,79.0185,1.7014,65.53699999999999,72781.2422,60.0,49.4815,18472.9531,67.3706,True,40.0,False,70.0,25.0,3.4882,True,40.0,40.0,False,69.7116
2021-12-22 23:32:01,1.3958,2.4954,77.4815,6.9861,65.5301,72596.2813,60.0,49.4907,18411.9512,67.3474,True,40.0,False,70.0,25.0,3.5062,True,40.0,40.0,False,69.6753
2021-12-22 23:32:02,1.4792,2.4769,77.3148,7.1042,65.5532,72719.6406,60.0,49.4398,18411.9512,67.3358,True,40.0,False,70.0,25.0,3.4226,True,40.0,40.0,False,69.6805
2021-12-22 23:32:03,1.4167,2.5231,77.5,7.1319,65.5532,73264.5391,60.0,49.4329,18411.9512,67.2849,True,40.0,False,70.0,25.0,3.4483,True,40.0,40.0,False,69.6824
2021-12-22 23:32:04,1.4167,2.5185,77.4444,7.0417,65.544,73134.4375,60.0,49.4306,18330.3008,67.3195,True,40.0,False,70.0,25.0,3.4854,True,40.0,40.0,False,69.6792
2021-12-22 23:32:05,1.4375,2.537,77.5,6.9792,65.5532,73424.9297,60.0,49.4398,18268.8262,67.3218,True,40.0,False,70.0,25.0,3.4999,True,40.0,40.0,False,69.6914
2021-12-22 23:32:06,1.4861,2.4769,77.4259,6.9514,65.5532,73478.3203,60.0,49.4537,18330.3008,67.3287,True,40.0,False,70.0,25.0,3.4444,True,40.0,40.0,False,69.6971
2021-12-22 23:32:07,1.4583,2.4907,77.4259,6.9931,65.5394,73470.6953,60.0,49.4144,18411.9512,67.3449,True,40.0,False,70.0,25.0,3.2665,True,40.0,40.0,False,69.7046
2021-12-22 23:32:08,1.4167,3.1019,75.1113,8.1181,65.5532,73493.5625,60.0,49.4815,18411.9512,67.331,True,40.0,False,70.0,25.0,3.0878,True,40.0,40.0,False,69.7172
2021-12-22 23:32:09,1.3958,3.0972,75.0558,8.1458,65.5301,73645.8516,60.0,49.4815,18533.752,67.3171,True,40.0,False,70.0,25.0,2.9062,True,40.0,40.0,False,69.7463
2021-12-22 23:32:10,1.375,3.1435,75.2224,8.1042,65.5231,73881.2734,60.0,49.4861,18614.5098,67.3102,True,40.0,False,70.0,25.0,2.8586,True,40.0,40.0,False,69.7937
2021-12-22 23:32:11,1.4236,3.1481,75.2965,8.0764,65.5532,73683.875,60.0,49.4329,18755.0,67.3079,True,40.0,False,70.0,25.0,2.8817,True,40.0,40.0,False,69.8497
2021-12-22 23:32:12,1.4167,3.1157,75.2965,8.1458,65.5532,73447.8125,60.0,49.4236,18814.8887,67.3218,True,40.0,False,70.0,25.0,2.962,True,40.0,40.0,False,69.8858
