时间,给水流量
2021-12-22 00:05:55,74.8073
2021-12-22 00:05:56,74.9137
2021-12-22 00:05:57,75.0091
2021-12-22 00:05:58,75.0636
2021-12-22 00:05:59,75.1575
2021-12-22 00:06:00,75.1827
2021-12-22 00:06:01,75.1806
2021-12-22 00:06:02,75.1797
2021-12-22 00:06:03,75.1814
2021-12-22 00:06:04,75.1346
2021-12-22 00:06:05,75.0209
2021-12-22 00:06:06,74.9454
2021-12-22 00:06:07,74.8261
2021-12-22 00:06:08,74.7314
2021-12-22 00:06:09,74.6514
2021-12-22 00:06:10,74.574
2021-12-22 00:06:11,74.4907
2021-12-22 00:06:12,74.4276
2021-12-22 00:06:13,74.3511
2021-12-22 00:06:14,74.3037
2021-12-22 00:06:15,74.2905
2021-12-22 00:06:16,74.3351
2021-12-22 00:06:17,74.4297
2021-12-22 00:06:18,74.528
2021-12-22 00:06:19,74.6558
2021-12-22 00:06:20,74.7903
2021-12-22 00:06:21,74.8681
2021-12-22 00:06:22,74.9749
2021-12-22 00:06:23,75.071
2021-12-22 00:06:24,75.1541
2021-12-22 00:06:25,75.218
2021-12-22 00:06:26,75.2675
2021-12-22 00:06:27,75.2703
2021-12-22 00:06:28,75.2789
2021-12-22 00:06:29,75.2789
2021-12-22 00:06:30,75.2846
2021-12-22 00:06:31,75.281
2021-12-22 00:06:32,75.2679
2021-12-22 00:06:33,75.2605
2021-12-22 00:06:34,75.2828
2021-12-22 00:06:35,75.316
2021-12-22 00:06:36,75.3164
2021-12-22 00:06:37,75.3368
2021-12-22 00:06:38,75.3734
2021-12-22 00:06:39,75.3926
2021-12-22 00:06:40,75.4128
2021-12-22 00:06:41,75.426
2021-12-22 00:06:42,75.4562
2021-12-22 00:06:43,75.5042
2021-12-22 00:06:44,75.5535
2021-12-22 00:06:45,75.5817
2021-12-22 00:06:46,75.5784
2021-12-22 00:06:47,75.5564
2021-12-22 00:06:48,75.5352
2021-12-22 00:06:49,75.5245
2021-12-22 00:06:50,75.5179
2021-12-22 00:06:51,75.4542
2021-12-22 00:06:52,75.3785
2021-12-22 00:06:53,75.3403
2021-12-22 00:06:54,75.3044
2021-12-22 00:06:55,75.3234
2021-12-22 00:06:56,75.3381
2021-12-22 00:06:57,75.3407
2021-12-22 00:06:58,75.3442
2021-12-22 00:06:59,75.3015
2021-12-22 00:07:00,75.2564
2021-12-22 00:07:01,75.2351
2021-12-22 00:07:02,75.2274
2021-12-22 00:07:03,75.1882
2021-12-22 00:07:04,75.1747
2021-12-22 00:07:05,75.1568
2021-12-22 00:07:06,75.145
2021-12-22 00:07:07,75.1495
2021-12-22 00:07:08,75.1582
2021-12-22 00:07:09,75.1525
2021-12-22 00:07:10,75.1482
2021-12-22 00:07:11,75.1482
2021-12-22 00:07:12,75.1503
2021-12-22 00:07:13,75.1312
2021-12-22 00:07:14,75.1264
2021-12-22 00:07:15,75.105
2021-12-22 00:07:16,75.1112
2021-12-22 00:07:17,75.111
2021-12-22 00:07:18,75.1012
2021-12-22 00:07:19,75.0861
2021-12-22 00:07:20,75.0818
2021-12-22 00:07:21,75.1254
2021-12-22 00:07:22,75.1964
2021-12-22 00:07:23,75.2342
2021-12-22 00:07:24,75.2509
2021-12-22 00:07:25,75.2343
2021-12-22 00:07:26,75.2309
2021-12-22 00:07:27,75.2256
2021-12-22 00:07:28,75.2361
2021-12-22 00:07:29,75.2681
2021-12-22 00:07:30,75.2673
2021-12-22 00:07:31,75.2613
2021-12-22 00:07:32,75.2453
2021-12-22 00:07:33,75.2282
2021-12-22 00:07:34,75.2213
2021-12-22 00:07:35,75.2343
2021-12-22 00:07:36,75.2441
2021-12-22 00:07:37,75.2401
2021-12-22 00:07:38,75.2337
2021-12-22 00:07:39,75.2408
2021-12-22 00:07:40,75.2547
2021-12-22 00:07:41,75.2617
2021-12-22 00:07:42,75.2746
2021-12-22 00:07:43,75.2952
2021-12-22 00:07:44,75.3279
2021-12-22 00:07:45,75.3595
2021-12-22 00:07:46,75.3859
2021-12-22 00:07:47,75.3796
2021-12-22 00:07:48,75.367
2021-12-22 00:07:49,75.3635
2021-12-22 00:07:50,75.3733
2021-12-22 00:07:51,75.3708
2021-12-22 00:07:52,75.3645
2021-12-22 00:07:53,75.3525
2021-12-22 00:07:54,75.3546
2021-12-22 00:07:55,75.3386
2021-12-22 00:07:56,75.2566
2021-12-22 00:07:57,75.1459
2021-12-22 00:07:58,75.0687
2021-12-22 00:07:59,74.9621
2021-12-22 00:08:00,74.8818
2021-12-22 00:08:01,74.8118
2021-12-22 00:08:02,74.7449
2021-12-22 00:08:03,74.6873
2021-12-22 00:08:04,74.6388
2021-12-22 00:08:05,74.5832
2021-12-22 00:08:06,74.5763
2021-12-22 00:08:07,74.5586
2021-12-22 00:08:08,74.5117
2021-12-22 00:08:09,74.472
2021-12-22 00:08:10,74.4433
2021-12-22 00:08:11,74.4095
2021-12-22 00:08:12,74.3579
2021-12-22 00:08:13,74.3257
2021-12-22 00:08:14,74.2699
2021-12-22 00:08:15,74.2442
2021-12-22 00:08:16,74.2884
2021-12-22 00:08:17,74.3614
2021-12-22 00:08:18,74.4528
2021-12-22 00:08:19,74.5205
2021-12-22 00:08:20,74.5851
2021-12-22 00:08:21,74.6539
2021-12-22 00:08:22,74.7226
2021-12-22 00:08:23,74.8039
2021-12-22 00:08:24,74.8575
2021-12-22 00:08:25,74.92699999999999
2021-12-22 00:08:26,74.9847
2021-12-22 00:08:27,75.0397
2021-12-22 00:08:28,75.0831
2021-12-22 00:08:29,75.1258
2021-12-22 00:08:30,75.1288
2021-12-22 00:08:31,75.0574
2021-12-22 00:08:32,74.9396
2021-12-22 00:08:33,74.8016
2021-12-22 00:08:34,74.6956
2021-12-22 00:08:35,74.5291
2021-12-22 00:08:36,74.5291
2021-12-22 00:08:37,74.4837
2021-12-22 00:08:38,74.4579
2021-12-22 00:08:39,74.4317
2021-12-22 00:08:40,74.3919
2021-12-22 00:08:41,74.2904
2021-12-22 00:08:42,74.2233
2021-12-22 00:08:43,74.2033
2021-12-22 00:08:44,74.2778
2021-12-22 00:08:45,74.4209
2021-12-22 00:08:46,74.6801
2021-12-22 00:08:47,74.8246
2021-12-22 00:08:48,75.0032
2021-12-22 00:08:49,75.1217
2021-12-22 00:08:50,75.1988
2021-12-22 00:08:51,75.1361
2021-12-22 00:08:52,75.0037
2021-12-22 00:08:53,74.8699
2021-12-22 00:08:54,74.7047
2021-12-22 00:08:55,74.5551
2021-12-22 00:08:56,74.419
2021-12-22 00:08:57,74.3594
2021-12-22 00:08:58,74.2903
2021-12-22 00:08:59,74.1778
2021-12-22 00:09:00,74.1008
2021-12-22 00:09:01,74.0247
2021-12-22 00:09:02,73.9726
2021-12-22 00:09:03,73.9936
2021-12-22 00:09:04,74.0893
2021-12-22 00:09:05,74.237
2021-12-22 00:09:06,74.3834
2021-12-22 00:09:07,74.4977
2021-12-22 00:09:08,74.5755
2021-12-22 00:09:09,74.6259
2021-12-22 00:09:10,74.6615
2021-12-22 00:09:11,74.5955
2021-12-22 00:09:12,74.5108
2021-12-22 00:09:13,74.4127
2021-12-22 00:09:14,74.2549
2021-12-22 00:09:15,74.10300000000001
2021-12-22 00:09:16,73.9661
2021-12-22 00:09:17,73.882
2021-12-22 00:09:18,73.6541
2021-12-22 00:09:19,73.6541
2021-12-22 00:09:20,73.6013
2021-12-22 00:09:21,73.6464
2021-12-22 00:09:22,73.7314
2021-12-22 00:09:23,73.8803
2021-12-22 00:09:24,74.0104
2021-12-22 00:09:25,74.0885
2021-12-22 00:09:26,74.1847
2021-12-22 00:09:27,74.2559
2021-12-22 00:09:28,74.2393
2021-12-22 00:09:29,74.1592
2021-12-22 00:09:30,74.1616
2021-12-22 00:09:31,74.1533
2021-12-22 00:09:32,74.1323
2021-12-22 00:09:33,74.1165
2021-12-22 00:09:34,74.0847
2021-12-22 00:09:35,74.0687
2021-12-22 00:09:36,74.0573
2021-12-22 00:09:37,74.0518
2021-12-22 00:09:38,74.0312
2021-12-22 00:09:39,74.0351
2021-12-22 00:09:40,74.0642
2021-12-22 00:09:41,74.0572
2021-12-22 00:09:42,73.9689
2021-12-22 00:09:43,73.8438
2021-12-22 00:09:44,73.7517
2021-12-22 00:09:45,73.6942
2021-12-22 00:09:46,73.6637
2021-12-22 00:09:47,73.6594
2021-12-22 00:09:48,73.6252
2021-12-22 00:09:49,73.5618
2021-12-22 00:09:50,73.5106
2021-12-22 00:09:51,73.4483
2021-12-22 00:09:52,73.3859
2021-12-22 00:09:53,73.3526
2021-12-22 00:09:54,73.3195
2021-12-22 00:09:55,73.232
2021-12-22 00:09:56,73.232
2021-12-22 00:09:57,73.2019
2021-12-22 00:09:58,73.1887
2021-12-22 00:09:59,73.1766
2021-12-22 00:10:00,73.1451
2021-12-22 00:10:01,73.1571
2021-12-22 00:10:02,73.1705
2021-12-22 00:10:03,73.1904
2021-12-22 00:10:04,73.1903
2021-12-22 00:10:05,73.1867
2021-12-22 00:10:06,73.1653
2021-12-22 00:10:07,73.1681
2021-12-22 00:10:08,73.17
2021-12-22 00:10:09,73.1726
2021-12-22 00:10:10,73.2133
2021-12-22 00:10:11,73.2287
2021-12-22 00:10:12,73.2423
2021-12-22 00:10:13,73.2587
2021-12-22 00:10:14,73.2764
2021-12-22 00:10:15,73.3142
2021-12-22 00:10:16,73.37899999999999
2021-12-22 00:10:17,73.4071
2021-12-22 00:10:18,73.4256
2021-12-22 00:10:19,73.4294
2021-12-22 00:10:20,73.4489
2021-12-22 00:10:21,73.4479
2021-12-22 00:10:22,73.4671
2021-12-22 00:10:23,73.486
2021-12-22 00:10:24,73.4938
2021-12-22 00:10:25,73.4967
2021-12-22 00:10:26,73.4815
2021-12-22 00:10:27,73.3939
2021-12-22 00:10:28,73.3182
2021-12-22 00:10:29,73.2226
2021-12-22 00:10:30,73.1465
2021-12-22 00:10:31,73.0852
2021-12-22 00:10:32,73.0342
2021-12-22 00:10:33,72.9834
2021-12-22 00:10:34,72.9229
2021-12-22 00:10:35,72.8828
2021-12-22 00:10:36,72.8246
2021-12-22 00:10:37,72.797
2021-12-22 00:10:38,72.7711
2021-12-22 00:10:39,72.7546
2021-12-22 00:10:40,72.7254
2021-12-22 00:10:41,72.7254
2021-12-22 00:10:42,72.706
2021-12-22 00:10:43,72.6847
2021-12-22 00:10:44,72.6481
2021-12-22 00:10:45,72.5898
2021-12-22 00:10:46,72.5646
2021-12-22 00:10:47,72.5442
2021-12-22 00:10:48,72.5485
2021-12-22 00:10:49,72.5759
2021-12-22 00:10:50,72.5961
2021-12-22 00:10:51,72.5991
2021-12-22 00:10:52,72.5913
2021-12-22 00:10:53,72.5649
2021-12-22 00:10:54,72.5527
2021-12-22 00:10:55,72.5258
2021-12-22 00:10:56,72.5128
2021-12-22 00:10:57,72.5449
2021-12-22 00:10:58,72.5444
2021-12-22 00:10:59,72.5249
2021-12-22 00:11:00,72.4986
2021-12-22 00:11:01,72.4869
2021-12-22 00:11:02,72.4743
2021-12-22 00:11:03,72.4761
2021-12-22 00:11:04,72.4695
2021-12-22 00:11:05,72.457
2021-12-22 00:11:06,72.4652
2021-12-22 00:11:07,72.4902
2021-12-22 00:11:08,72.502
2021-12-22 00:11:09,72.5241
2021-12-22 00:11:10,72.5221
2021-12-22 00:11:11,72.5137
2021-12-22 00:11:12,72.4921
2021-12-22 00:11:13,72.4629
2021-12-22 00:11:14,72.4097
2021-12-22 00:11:15,72.3949
2021-12-22 00:11:16,72.4025
2021-12-22 00:11:17,72.3801
2021-12-22 00:11:18,72.3664
2021-12-22 00:11:19,72.3642
2021-12-22 00:11:20,72.3636
2021-12-22 00:11:21,72.3689
2021-12-22 00:11:22,72.3449
2021-12-22 00:11:23,72.3449
2021-12-22 00:11:24,72.3303
2021-12-22 00:11:25,72.3093
2021-12-22 00:11:26,72.2675
2021-12-22 00:11:27,72.2628
2021-12-22 00:11:28,72.2506
2021-12-22 00:11:29,72.2364
2021-12-22 00:11:30,72.2098
2021-12-22 00:11:31,72.1716
2021-12-22 00:11:32,72.1506
2021-12-22 00:11:33,72.1743
2021-12-22 00:11:34,72.1765
2021-12-22 00:11:35,72.1585
2021-12-22 00:11:36,72.1578
2021-12-22 00:11:37,72.1904
2021-12-22 00:11:38,72.2353
2021-12-22 00:11:39,72.2438
2021-12-22 00:11:40,72.2258
2021-12-22 00:11:41,72.2167
2021-12-22 00:11:42,72.2473
2021-12-22 00:11:43,72.2497
2021-12-22 00:11:44,72.2453
2021-12-22 00:11:45,72.2416
2021-12-22 00:11:46,72.2139
2021-12-22 00:11:47,72.1924
2021-12-22 00:11:48,72.1917
2021-12-22 00:11:49,72.1628
2021-12-22 00:11:50,72.1385
2021-12-22 00:11:51,72.1439
2021-12-22 00:11:52,72.1356
2021-12-22 00:11:53,72.1059
2021-12-22 00:11:54,72.1116
2021-12-22 00:11:55,72.1251
2021-12-22 00:11:56,72.1747
2021-12-22 00:11:57,72.2095
2021-12-22 00:11:58,72.2333
2021-12-22 00:11:59,72.2403
2021-12-22 00:12:00,72.2106
2021-12-22 00:12:01,72.2113
2021-12-22 00:12:02,72.202
2021-12-22 00:12:03,72.2113
2021-12-22 00:12:04,72.1994
2021-12-22 00:12:05,72.1744
2021-12-22 00:12:06,72.1548
2021-12-22 00:12:07,72.1716
2021-12-22 00:12:08,72.1826
2021-12-22 00:12:09,72.17699999999999
2021-12-22 00:12:10,72.1814
2021-12-22 00:12:11,72.1628
2021-12-22 00:12:12,72.1487
2021-12-22 00:12:13,72.1485
2021-12-22 00:12:14,72.1342
2021-12-22 00:12:15,72.128
2021-12-22 00:12:16,72.1217
2021-12-22 00:12:17,72.1256
2021-12-22 00:12:18,72.1293
2021-12-22 00:12:19,72.1163
2021-12-22 00:12:20,72.1193
2021-12-22 00:12:21,72.1479
2021-12-22 00:12:22,72.1814
2021-12-22 00:12:23,72.1881
2021-12-22 00:12:24,72.1161
2021-12-22 00:12:25,71.9196
2021-12-22 00:12:26,71.7352
2021-12-22 00:12:27,71.5728
2021-12-22 00:12:28,71.4197
2021-12-22 00:12:29,71.2604
2021-12-22 00:12:30,71.1577
2021-12-22 00:12:31,71.0361
2021-12-22 00:12:32,70.9688
2021-12-22 00:12:33,70.9513
2021-12-22 00:12:34,70.9429
2021-12-22 00:12:35,70.9597
2021-12-22 00:12:36,70.9734
2021-12-22 00:12:37,70.9977
2021-12-22 00:12:38,71.0168
2021-12-22 00:12:39,71.0505
2021-12-22 00:12:40,71.0631
2021-12-22 00:12:41,71.0605
2021-12-22 00:12:42,71.0586
2021-12-22 00:12:43,71.0879
2021-12-22 00:12:44,71.0842
2021-12-22 00:12:45,71.0711
2021-12-22 00:12:46,71.0655
2021-12-22 00:12:47,71.0898
2021-12-22 00:12:48,71.0906
2021-12-22 00:12:49,71.0787
2021-12-22 00:12:50,71.0856
2021-12-22 00:12:51,71.0909
2021-12-22 00:12:52,71.0876
2021-12-22 00:12:53,71.0639
2021-12-22 00:12:54,71.0484
2021-12-22 00:12:55,71.0624
2021-12-22 00:12:56,71.0602
