时间,汽包水位
2021-12-22 00:02:29,10.1385
2021-12-22 00:02:30,10.0411
2021-12-22 00:02:31,9.7835
2021-12-22 00:02:32,9.5095
2021-12-22 00:02:33,9.1893
2021-12-22 00:02:34,8.8539
2021-12-22 00:02:35,8.5735
2021-12-22 00:02:36,8.4857
2021-12-22 00:02:37,8.3185
2021-12-22 00:02:38,8.1287
2021-12-22 00:02:39,7.9386
2021-12-22 00:02:40,7.7869
2021-12-22 00:02:41,7.583
2021-12-22 00:02:42,7.3153
2021-12-22 00:02:43,7.1484
2021-12-22 00:02:44,7.0407
2021-12-22 00:02:45,6.9164
2021-12-22 00:02:46,6.904
2021-12-22 00:02:47,6.8927
2021-12-22 00:02:48,6.7863
2021-12-22 00:02:49,6.6555
2021-12-22 00:02:50,6.5549
2021-12-22 00:02:51,6.4923
2021-12-22 00:02:52,6.5318
2021-12-22 00:02:53,6.5143
2021-12-22 00:02:54,6.4583
2021-12-22 00:02:55,6.3901
2021-12-22 00:02:56,6.2698
2021-12-22 00:02:57,6.0272
2021-12-22 00:02:58,6.0272
2021-12-22 00:02:59,5.832
2021-12-22 00:03:00,5.638
2021-12-22 00:03:01,5.4912
2021-12-22 00:03:02,5.4645
2021-12-22 00:03:03,5.5374
2021-12-22 00:03:04,5.5715
2021-12-22 00:03:05,5.5173
2021-12-22 00:03:06,5.4678
2021-12-22 00:03:07,5.4231
2021-12-22 00:03:08,5.3827
2021-12-22 00:03:09,5.3532
2021-12-22 00:03:10,5.309
2021-12-22 00:03:11,5.2816
2021-12-22 00:03:12,5.2547
2021-12-22 00:03:13,5.1982
2021-12-22 00:03:14,4.9778
2021-12-22 00:03:15,4.9274
2021-12-22 00:03:16,4.9343
2021-12-22 00:03:17,4.9406
2021-12-22 00:03:18,4.9452
2021-12-22 00:03:19,4.9509
2021-12-22 00:03:20,4.8914
2021-12-22 00:03:21,4.8325
2021-12-22 00:03:22,4.8215
2021-12-22 00:03:23,4.8378
2021-12-22 00:03:24,4.8533
2021-12-22 00:03:25,4.866
2021-12-22 00:03:26,4.88
2021-12-22 00:03:27,4.8823
2021-12-22 00:03:28,4.8912
2021-12-22 00:03:29,4.8917
2021-12-22 00:03:30,4.815
2021-12-22 00:03:31,4.5651
2021-12-22 00:03:32,4.4872
2021-12-22 00:03:33,4.3933
2021-12-22 00:03:34,4.1424
2021-12-22 00:03:35,3.8678
2021-12-22 00:03:36,3.6519
2021-12-22 00:03:37,3.3875
2021-12-22 00:03:38,3.3096
2021-12-22 00:03:39,3.3484
2021-12-22 00:03:40,3.3017
2021-12-22 00:03:41,3.0995
2021-12-22 00:03:42,2.8851
2021-12-22 00:03:43,2.6376
2021-12-22 00:03:44,2.4678
2021-12-22 00:03:45,2.244
2021-12-22 00:03:46,2.067
2021-12-22 00:03:47,2.0249
2021-12-22 00:03:48,2.0896
2021-12-22 00:03:49,2.1224
2021-12-22 00:03:50,2.3801
2021-12-22 00:03:51,2.6306
2021-12-22 00:03:52,2.8136
2021-12-22 00:03:53,3.0227
2021-12-22 00:03:54,3.2219
2021-12-22 00:03:55,3.1707
2021-12-22 00:03:56,2.8766
2021-12-22 00:03:57,2.5516
2021-12-22 00:03:58,2.4202
2021-12-22 00:03:59,2.2485
2021-12-22 00:04:00,2.068
2021-12-22 00:04:01,2.133
2021-12-22 00:04:02,2.3195
2021-12-22 00:04:03,2.3001
2021-12-22 00:04:04,2.3828
2021-12-22 00:04:05,2.5807
2021-12-22 00:04:06,2.7541
2021-12-22 00:04:07,2.8249
2021-12-22 00:04:08,2.8851
2021-12-22 00:04:09,3.0193
2021-12-22 00:04:10,3.2001
2021-12-22 00:04:11,3.3371
2021-12-22 00:04:12,3.3896
2021-12-22 00:04:13,3.3492
2021-12-22 00:04:14,3.356
2021-12-22 00:04:15,3.3941
2021-12-22 00:04:16,3.4427
2021-12-22 00:04:17,3.5027
2021-12-22 00:04:18,3.6024
2021-12-22 00:04:19,3.517
2021-12-22 00:04:20,3.517
2021-12-22 00:04:21,3.2527
2021-12-22 00:04:22,3.1573
2021-12-22 00:04:23,3.1124
2021-12-22 00:04:24,2.9505
2021-12-22 00:04:25,2.5534
2021-12-22 00:04:26,2.3003
2021-12-22 00:04:27,2.1777
2021-12-22 00:04:28,2.0029
2021-12-22 00:04:29,1.8114
2021-12-22 00:04:30,1.4884
2021-12-22 00:04:31,1.2682
2021-12-22 00:04:32,1.0535
2021-12-22 00:04:33,0.7242
2021-12-22 00:04:34,0.489
2021-12-22 00:04:35,0.4307
2021-12-22 00:04:36,0.4869
2021-12-22 00:04:37,0.5866
2021-12-22 00:04:38,0.5226
2021-12-22 00:04:39,0.3029
2021-12-22 00:04:40,0.2371
2021-12-22 00:04:41,0.1688
2021-12-22 00:04:42,0.1783
2021-12-22 00:04:43,0.033
2021-12-22 00:04:44,-0.1452
2021-12-22 00:04:45,-0.0361
2021-12-22 00:04:46,0.0238
2021-12-22 00:04:47,-0.1104
2021-12-22 00:04:48,-0.1924
2021-12-22 00:04:49,0.2232
2021-12-22 00:04:50,0.5417
2021-12-22 00:04:51,0.7052
2021-12-22 00:04:52,0.9443
2021-12-22 00:04:53,1.2439
2021-12-22 00:04:54,1.5687
2021-12-22 00:04:55,1.8136
2021-12-22 00:04:56,1.7645
2021-12-22 00:04:57,1.7054
2021-12-22 00:04:58,1.9594
2021-12-22 00:04:59,2.2111
2021-12-22 00:05:00,2.3619
2021-12-22 00:05:01,2.433
2021-12-22 00:05:02,2.4586
2021-12-22 00:05:03,2.451
2021-12-22 00:05:04,2.3955
2021-12-22 00:05:05,2.3955
2021-12-22 00:05:06,2.3723
2021-12-22 00:05:07,2.4892
2021-12-22 00:05:08,2.6166
2021-12-22 00:05:09,2.655
2021-12-22 00:05:10,2.6432
2021-12-22 00:05:11,2.5991
2021-12-22 00:05:12,2.4702
2021-12-22 00:05:13,2.3213
2021-12-22 00:05:14,2.0849
2021-12-22 00:05:15,1.8
2021-12-22 00:05:16,1.4061
2021-12-22 00:05:17,1.041
2021-12-22 00:05:18,0.7021
2021-12-22 00:05:19,0.562
2021-12-22 00:05:20,0.4517
2021-12-22 00:05:21,0.3409
2021-12-22 00:05:22,0.2375
2021-12-22 00:05:23,0.1679
2021-12-22 00:05:24,0.231
2021-12-22 00:05:25,0.4641
2021-12-22 00:05:26,0.5562
2021-12-22 00:05:27,0.5816
2021-12-22 00:05:28,0.5556
2021-12-22 00:05:29,0.3265
2021-12-22 00:05:30,0.1625
2021-12-22 00:05:31,0.0156
2021-12-22 00:05:32,-0.186
2021-12-22 00:05:33,-0.2602
2021-12-22 00:05:34,-0.2751
2021-12-22 00:05:35,-0.2289
2021-12-22 00:05:36,-0.1002
2021-12-22 00:05:37,-0.0017
2021-12-22 00:05:38,0.0903
2021-12-22 00:05:39,0.1726
2021-12-22 00:05:40,0.3073
2021-12-22 00:05:41,0.6183
2021-12-22 00:05:42,0.9787
2021-12-22 00:05:43,1.1628
2021-12-22 00:05:44,1.298
2021-12-22 00:05:45,1.2982
2021-12-22 00:05:46,1.1862
2021-12-22 00:05:47,0.9302
2021-12-22 00:05:48,0.8876
2021-12-22 00:05:49,0.7978
2021-12-22 00:05:50,0.7092
2021-12-22 00:05:51,0.7767
2021-12-22 00:05:52,0.967
2021-12-22 00:05:53,1.1211
2021-12-22 00:05:54,1.2838
2021-12-22 00:05:55,1.4695
2021-12-22 00:05:56,1.5109
2021-12-22 00:05:57,1.5204
2021-12-22 00:05:58,1.5556
2021-12-22 00:05:59,1.4826
2021-12-22 00:06:00,1.5305
2021-12-22 00:06:01,1.6493
2021-12-22 00:06:02,1.7651
2021-12-22 00:06:03,1.8081
2021-12-22 00:06:04,1.8131
2021-12-22 00:06:05,1.823
2021-12-22 00:06:06,1.89
2021-12-22 00:06:07,2.0147
2021-12-22 00:06:08,2.1338
2021-12-22 00:06:09,2.1884
2021-12-22 00:06:10,2.1861
2021-12-22 00:06:11,2.1667
2021-12-22 00:06:12,2.0851
2021-12-22 00:06:13,1.8873
2021-12-22 00:06:14,1.4913
2021-12-22 00:06:15,1.412
2021-12-22 00:06:16,1.3956
2021-12-22 00:06:17,1.1653
2021-12-22 00:06:18,0.9025
2021-12-22 00:06:19,0.5978
2021-12-22 00:06:20,0.3674
2021-12-22 00:06:21,0.3267
2021-12-22 00:06:22,0.3122
2021-12-22 00:06:23,0.2687
2021-12-22 00:06:24,0.159
2021-12-22 00:06:25,-0.0396
2021-12-22 00:06:26,0.1061
2021-12-22 00:06:27,0.3212
2021-12-22 00:06:28,0.594
2021-12-22 00:06:29,0.594
2021-12-22 00:06:30,0.6334
2021-12-22 00:06:31,0.4827
2021-12-22 00:06:32,0.3145
2021-12-22 00:06:33,0.1933
2021-12-22 00:06:34,0.0889
2021-12-22 00:06:35,0.1618
2021-12-22 00:06:36,0.331
2021-12-22 00:06:37,0.365
2021-12-22 00:06:38,0.2966
2021-12-22 00:06:39,0.31
2021-12-22 00:06:40,0.5651
2021-12-22 00:06:41,0.7634
2021-12-22 00:06:42,0.7702
2021-12-22 00:06:43,0.724
2021-12-22 00:06:44,0.6241
2021-12-22 00:06:45,0.5911
2021-12-22 00:06:46,0.6312
2021-12-22 00:06:47,0.69
2021-12-22 00:06:48,0.7639
2021-12-22 00:06:49,0.8788
2021-12-22 00:06:50,0.9831
2021-12-22 00:06:51,1.053
2021-12-22 00:06:52,1.0542
2021-12-22 00:06:53,0.9197
2021-12-22 00:06:54,0.7641
2021-12-22 00:06:55,0.657
2021-12-22 00:06:56,0.6168
2021-12-22 00:06:57,0.3687
2021-12-22 00:06:58,0.108
2021-12-22 00:06:59,-0.0227
2021-12-22 00:07:00,-0.2109
2021-12-22 00:07:01,-0.2995
2021-12-22 00:07:02,-0.1142
2021-12-22 00:07:03,0.2382
2021-12-22 00:07:04,0.5539
2021-12-22 00:07:05,0.7932
2021-12-22 00:07:06,0.9874
2021-12-22 00:07:07,1.0864
2021-12-22 00:07:08,1.1377
2021-12-22 00:07:09,1.145
2021-12-22 00:07:10,0.9743
2021-12-22 00:07:11,0.9743
2021-12-22 00:07:12,1.026
2021-12-22 00:07:13,1.0861
2021-12-22 00:07:14,1.1951
2021-12-22 00:07:15,1.2583
2021-12-22 00:07:16,1.3221
2021-12-22 00:07:17,1.2746
2021-12-22 00:07:18,1.0682
2021-12-22 00:07:19,0.9745
2021-12-22 00:07:20,0.96
2021-12-22 00:07:21,0.905
2021-12-22 00:07:22,0.8222
2021-12-22 00:07:23,0.7186
2021-12-22 00:07:24,0.6844
2021-12-22 00:07:25,0.6473
2021-12-22 00:07:26,0.4641
2021-12-22 00:07:27,0.2378
2021-12-22 00:07:28,0.1565
2021-12-22 00:07:29,0.2284
2021-12-22 00:07:30,0.4046
2021-12-22 00:07:31,0.6097
2021-12-22 00:07:32,0.6933
2021-12-22 00:07:33,0.751
2021-12-22 00:07:34,0.8618
2021-12-22 00:07:35,1.0208
2021-12-22 00:07:36,1.2113
2021-12-22 00:07:37,1.3387
2021-12-22 00:07:38,1.3549
2021-12-22 00:07:39,1.2886
2021-12-22 00:07:40,1.2271
2021-12-22 00:07:41,1.33
2021-12-22 00:07:42,1.4402
2021-12-22 00:07:43,1.4576
2021-12-22 00:07:44,1.4647
2021-12-22 00:07:45,1.444
2021-12-22 00:07:46,1.2604
2021-12-22 00:07:47,0.9516
2021-12-22 00:07:48,0.729
2021-12-22 00:07:49,0.5845
2021-12-22 00:07:50,0.6471
2021-12-22 00:07:51,0.7252
2021-12-22 00:07:52,0.7765
2021-12-22 00:07:53,1.0608
2021-12-22 00:07:54,1.4135
2021-12-22 00:07:55,1.6279
2021-12-22 00:07:56,1.8699
2021-12-22 00:07:57,2.0568
2021-12-22 00:07:58,2.1168
2021-12-22 00:07:59,2.0951
2021-12-22 00:08:00,2.0549
2021-12-22 00:08:01,2.0616
2021-12-22 00:08:02,2.1138
2021-12-22 00:08:03,2.1692
2021-12-22 00:08:04,2.1504
2021-12-22 00:08:05,1.9388
2021-12-22 00:08:06,1.6578
2021-12-22 00:08:07,1.4713
2021-12-22 00:08:08,1.2287
2021-12-22 00:08:09,1.1251
2021-12-22 00:08:10,1.2057
2021-12-22 00:08:11,1.3142
2021-12-22 00:08:12,1.3785
2021-12-22 00:08:13,1.4201
2021-12-22 00:08:14,1.5415
2021-12-22 00:08:15,1.639
2021-12-22 00:08:16,1.7421
2021-12-22 00:08:17,1.7138
2021-12-22 00:08:18,1.6115
2021-12-22 00:08:19,1.5036
2021-12-22 00:08:20,1.4485
2021-12-22 00:08:21,1.4361
2021-12-22 00:08:22,1.44
2021-12-22 00:08:23,1.4197
2021-12-22 00:08:24,1.3437
2021-12-22 00:08:25,1.1611
2021-12-22 00:08:26,1.0548
2021-12-22 00:08:27,1.168
2021-12-22 00:08:28,1.3924
2021-12-22 00:08:29,1.625
2021-12-22 00:08:30,1.8244
2021-12-22 00:08:31,1.9661
2021-12-22 00:08:32,1.814
2021-12-22 00:08:33,1.4043
2021-12-22 00:08:34,1.2254
2021-12-22 00:08:35,1.154
2021-12-22 00:08:36,1.154
2021-12-22 00:08:37,1.1439
2021-12-22 00:08:38,1.1523
2021-12-22 00:08:39,1.1538
2021-12-22 00:08:40,1.1894
2021-12-22 00:08:41,1.1623
2021-12-22 00:08:42,0.9793
2021-12-22 00:08:43,0.7882
2021-12-22 00:08:44,0.6512
2021-12-22 00:08:45,0.5373
2021-12-22 00:08:46,0.6235
2021-12-22 00:08:47,0.8461
2021-12-22 00:08:48,1.1208
2021-12-22 00:08:49,1.363
2021-12-22 00:08:50,1.5595
2021-12-22 00:08:51,1.6701
2021-12-22 00:08:52,1.7407
2021-12-22 00:08:53,1.8064
2021-12-22 00:08:54,1.9579
2021-12-22 00:08:55,2.234
2021-12-22 00:08:56,2.3699
2021-12-22 00:08:57,2.232
2021-12-22 00:08:58,2.0588
2021-12-22 00:08:59,1.94
2021-12-22 00:09:00,1.8361
2021-12-22 00:09:01,1.6441
2021-12-22 00:09:02,1.5112
2021-12-22 00:09:03,1.3658
2021-12-22 00:09:04,1.4302
2021-12-22 00:09:05,1.6418
2021-12-22 00:09:06,1.9387
2021-12-22 00:09:07,2.2035
2021-12-22 00:09:08,2.4329
2021-12-22 00:09:09,2.5347
2021-12-22 00:09:10,2.6126
2021-12-22 00:09:11,2.6426
2021-12-22 00:09:12,2.5867
2021-12-22 00:09:13,2.5482
2021-12-22 00:09:14,2.5959
2021-12-22 00:09:15,2.563
2021-12-22 00:09:16,2.49
2021-12-22 00:09:17,2.476
2021-12-22 00:09:18,2.5431
2021-12-22 00:09:19,2.5431
2021-12-22 00:09:20,2.6205
2021-12-22 00:09:21,2.8132
2021-12-22 00:09:22,2.9063
2021-12-22 00:09:23,2.8596
2021-12-22 00:09:24,2.9764
2021-12-22 00:09:25,3.1453
2021-12-22 00:09:26,3.136
2021-12-22 00:09:27,2.9267
2021-12-22 00:09:28,2.8013
2021-12-22 00:09:29,2.6472
2021-12-22 00:09:30,2.4292
2021-12-22 00:09:31,2.1621
2021-12-22 00:09:32,2.2051
2021-12-22 00:09:33,2.352
2021-12-22 00:09:34,2.533
2021-12-22 00:09:35,2.7178
2021-12-22 00:09:36,2.8762
2021-12-22 00:09:37,3.0573
2021-12-22 00:09:38,3.2606
2021-12-22 00:09:39,3.3744
2021-12-22 00:09:40,3.4337
2021-12-22 00:09:41,3.5089
2021-12-22 00:09:42,3.6251
2021-12-22 00:09:43,3.7457
2021-12-22 00:09:44,3.8191
2021-12-22 00:09:45,3.8031
2021-12-22 00:09:46,3.6844
2021-12-22 00:09:47,3.577
2021-12-22 00:09:48,3.5013
2021-12-22 00:09:49,3.4207
2021-12-22 00:09:50,3.2815
2021-12-22 00:09:51,3.1887
2021-12-22 00:09:52,3.1606
2021-12-22 00:09:53,3.1768
2021-12-22 00:09:54,3.2267
2021-12-22 00:09:55,3.5332
2021-12-22 00:09:56,3.5332
2021-12-22 00:09:57,3.56
2021-12-22 00:09:58,3.6531
2021-12-22 00:09:59,3.8061
2021-12-22 00:10:00,3.9094
2021-12-22 00:10:01,4.015
2021-12-22 00:10:02,4.0545
2021-12-22 00:10:03,4.0595
2021-12-22 00:10:04,3.9953
2021-12-22 00:10:05,3.9187
2021-12-22 00:10:06,3.8669
2021-12-22 00:10:07,3.9037
2021-12-22 00:10:08,3.9985
2021-12-22 00:10:09,4.1033
2021-12-22 00:10:10,4.1809
2021-12-22 00:10:11,4.2592
2021-12-22 00:10:12,4.33
2021-12-22 00:10:13,4.3941
2021-12-22 00:10:14,4.4297
2021-12-22 00:10:15,4.3806
2021-12-22 00:10:16,4.3186
2021-12-22 00:10:17,4.2806
2021-12-22 00:10:18,4.1229
2021-12-22 00:10:19,3.9248
2021-12-22 00:10:20,3.684
2021-12-22 00:10:21,3.6236
2021-12-22 00:10:22,3.6743
2021-12-22 00:10:23,3.7893
2021-12-22 00:10:24,3.894
2021-12-22 00:10:25,4.0098
2021-12-22 00:10:26,4.0945
2021-12-22 00:10:27,4.1573
2021-12-22 00:10:28,4.2274
2021-12-22 00:10:29,4.1945
2021-12-22 00:10:30,3.9291
2021-12-22 00:10:31,3.6243
2021-12-22 00:10:32,3.4144
2021-12-22 00:10:33,3.3787
2021-12-22 00:10:34,3.5337
2021-12-22 00:10:35,3.6577
2021-12-22 00:10:36,3.7522
2021-12-22 00:10:37,3.8006
2021-12-22 00:10:38,3.8093
2021-12-22 00:10:39,3.8433
2021-12-22 00:10:40,3.9747
2021-12-22 00:10:41,3.9747
2021-12-22 00:10:42,4.0727
2021-12-22 00:10:43,4.1444
2021-12-22 00:10:44,4.2262
2021-12-22 00:10:45,4.3072
2021-12-22 00:10:46,4.3671
2021-12-22 00:10:47,4.439
2021-12-22 00:10:48,4.4926
2021-12-22 00:10:49,4.5365
2021-12-22 00:10:50,4.585
2021-12-22 00:10:51,4.6171
2021-12-22 00:10:52,4.6572
2021-12-22 00:10:53,4.6827
2021-12-22 00:10:54,4.68
2021-12-22 00:10:55,4.7106
2021-12-22 00:10:56,4.7383
2021-12-22 00:10:57,4.768
2021-12-22 00:10:58,4.7881
2021-12-22 00:10:59,4.8064
2021-12-22 00:11:00,4.8284
2021-12-22 00:11:01,4.8432
2021-12-22 00:11:02,4.8597
2021-12-22 00:11:03,4.8731
2021-12-22 00:11:04,4.8841
2021-12-22 00:11:05,4.8941
2021-12-22 00:11:06,4.9042
2021-12-22 00:11:07,4.9134
2021-12-22 00:11:08,4.9216
2021-12-22 00:11:09,4.9306
2021-12-22 00:11:10,4.9359
2021-12-22 00:11:11,4.9426
2021-12-22 00:11:12,4.9486
2021-12-22 00:11:13,4.9526
2021-12-22 00:11:14,4.9576
2021-12-22 00:11:15,4.9612
2021-12-22 00:11:16,4.9649
2021-12-22 00:11:17,4.9686
2021-12-22 00:11:18,4.9737
2021-12-22 00:11:19,4.9765
2021-12-22 00:11:20,4.9785
2021-12-22 00:11:21,4.9808
2021-12-22 00:11:22,4.9796
2021-12-22 00:11:23,4.9796
2021-12-22 00:11:24,4.9816
2021-12-22 00:11:25,4.9833
2021-12-22 00:11:26,4.9851
2021-12-22 00:11:27,4.9919
2021-12-22 00:11:28,4.9926
2021-12-22 00:11:29,4.9934
2021-12-22 00:11:30,4.994
2021-12-22 00:11:31,4.9945
2021-12-22 00:11:32,5.0051
2021-12-22 00:11:33,5.0277
2021-12-22 00:11:34,5.025
2021-12-22 00:11:35,5.0227
2021-12-22 00:11:36,5.0203
2021-12-22 00:11:37,5.0185
2021-12-22 00:11:38,5.0166
2021-12-22 00:11:39,5.0152
2021-12-22 00:11:40,5.0136
2021-12-22 00:11:41,5.0123
2021-12-22 00:11:42,5.011
2021-12-22 00:11:43,5.0099
2021-12-22 00:11:44,5.0092
2021-12-22 00:11:45,5.0083
2021-12-22 00:11:46,5.0074
2021-12-22 00:11:47,5.0068
2021-12-22 00:11:48,5.0061
2021-12-22 00:11:49,5.0055
2021-12-22 00:11:50,5.005
2021-12-22 00:11:51,5.0045
2021-12-22 00:11:52,5.0085
2021-12-22 00:11:53,5.0663
2021-12-22 00:11:54,5.0967
2021-12-22 00:11:55,5.1514
2021-12-22 00:11:56,5.2656
2021-12-22 00:11:57,5.343
2021-12-22 00:11:58,5.338
2021-12-22 00:11:59,5.2996
2021-12-22 00:12:00,5.2709
2021-12-22 00:12:01,5.2535
2021-12-22 00:12:02,5.2945
2021-12-22 00:12:03,5.303
2021-12-22 00:12:04,5.3614
2021-12-22 00:12:05,5.4335
2021-12-22 00:12:06,5.4861
2021-12-22 00:12:07,5.6138
2021-12-22 00:12:08,5.7014
2021-12-22 00:12:09,5.7354
2021-12-22 00:12:10,5.7502
2021-12-22 00:12:11,5.8277
2021-12-22 00:12:12,6.0569
2021-12-22 00:12:13,6.2438
2021-12-22 00:12:14,6.5171
2021-12-22 00:12:15,6.5533
2021-12-22 00:12:16,6.5515
2021-12-22 00:12:17,6.5908
2021-12-22 00:12:18,6.6491
2021-12-22 00:12:19,6.7281
2021-12-22 00:12:20,6.7823
2021-12-22 00:12:21,6.7781
2021-12-22 00:12:22,6.8091
2021-12-22 00:12:23,6.8688
2021-12-22 00:12:24,6.9599
2021-12-22 00:12:25,7.1314
2021-12-22 00:12:26,7.2642
2021-12-22 00:12:27,7.354
2021-12-22 00:12:28,7.4242
2021-12-22 00:12:29,7.4684
2021-12-22 00:12:30,7.6431
2021-12-22 00:12:31,7.7354
2021-12-22 00:12:32,7.6996
2021-12-22 00:12:33,7.6851
2021-12-22 00:12:34,7.7191
2021-12-22 00:12:35,7.7663
2021-12-22 00:12:36,7.7815
2021-12-22 00:12:37,7.8845
2021-12-22 00:12:38,7.9164
2021-12-22 00:12:39,8.0
2021-12-22 00:12:40,8.0166
2021-12-22 00:12:41,7.9482
2021-12-22 00:12:42,7.8985
2021-12-22 00:12:43,7.8516
2021-12-22 00:12:44,7.9373
2021-12-22 00:12:45,7.9253
2021-12-22 00:12:46,7.8531
2021-12-22 00:12:47,7.9902
2021-12-22 00:12:48,8.0284
2021-12-22 00:12:49,8.1734
2021-12-22 00:12:50,8.3542
2021-12-22 00:12:51,8.5492
2021-12-22 00:12:52,8.667
2021-12-22 00:12:53,8.7877
2021-12-22 00:12:54,8.8615
2021-12-22 00:12:55,8.8959
2021-12-22 00:12:56,8.9692
2021-12-22 00:12:57,9.1758
2021-12-22 00:12:58,9.3946
2021-12-22 00:12:59,9.4829
