时间,NOx含量
2021-12-22 00:02:55,61.963
2021-12-22 00:02:56,62.0741
2021-12-22 00:02:57,62.0741
2021-12-22 00:02:58,62.0741
2021-12-22 00:02:59,61.8889
2021-12-22 00:03:00,62.0556
2021-12-22 00:03:01,62.2593
2021-12-22 00:03:02,61.963
2021-12-22 00:03:03,60.3889
2021-12-22 00:03:04,60.3148
2021-12-22 00:03:05,60.2593
2021-12-22 00:03:06,60.2037
2021-12-22 00:03:07,60.3704
2021-12-22 00:03:08,60.3704
2021-12-22 00:03:09,62.0185
2021-12-22 00:03:10,62.1852
2021-12-22 00:03:11,62.2407
2021-12-22 00:03:12,62.2037
2021-12-22 00:03:13,62.2593
2021-12-22 00:03:14,61.963
2021-12-22 00:03:15,62.0741
2021-12-22 00:03:16,64.5
2021-12-22 00:03:17,64.6296
2021-12-22 00:03:18,64.5
2021-12-22 00:03:19,64.6296
2021-12-22 00:03:20,64.4074
2021-12-22 00:03:21,64.5185
2021-12-22 00:03:22,64.463
2021-12-22 00:03:23,63.4444
2021-12-22 00:03:24,63.4444
2021-12-22 00:03:25,63.3148
2021-12-22 00:03:26,63.3333
2021-12-22 00:03:27,63.2593
2021-12-22 00:03:28,63.3333
2021-12-22 00:03:29,62.0741
2021-12-22 00:03:30,61.8889
2021-12-22 00:03:31,62.1481
2021-12-22 00:03:32,62.2037
2021-12-22 00:03:33,61.963
2021-12-22 00:03:34,62.0926
2021-12-22 00:03:35,61.8889
2021-12-22 00:03:36,62.2407
2021-12-22 00:03:37,62.2407
2021-12-22 00:03:38,62.0741
2021-12-22 00:03:39,61.963
2021-12-22 00:03:40,61.963
2021-12-22 00:03:41,62.1296
2021-12-22 00:03:42,65.8889
2021-12-22 00:03:43,65.7593
2021-12-22 00:03:44,65.7593
2021-12-22 00:03:45,65.8889
2021-12-22 00:03:46,65.5926
2021-12-22 00:03:47,65.7593
2021-12-22 00:03:48,65.5926
2021-12-22 00:03:49,62.6481
2021-12-22 00:03:50,62.8333
2021-12-22 00:03:51,62.7778
2021-12-22 00:03:52,62.9444
2021-12-22 00:03:53,62.7778
2021-12-22 00:03:54,62.7593
2021-12-22 00:03:55,62.6481
2021-12-22 00:03:56,61.5556
2021-12-22 00:03:57,61.5556
2021-12-22 00:03:58,61.6852
2021-12-22 00:03:59,61.5741
2021-12-22 00:04:00,61.5556
2021-12-22 00:04:01,61.3889
2021-12-22 00:04:02,60.5
2021-12-22 00:04:03,60.3889
2021-12-22 00:04:04,60.4444
2021-12-22 00:04:05,60.2593
2021-12-22 00:04:06,60.3889
2021-12-22 00:04:07,60.2593
2021-12-22 00:04:08,60.5
2021-12-22 00:04:09,61.5556
2021-12-22 00:04:10,61.5556
2021-12-22 00:04:11,61.6852
2021-12-22 00:04:12,61.463
2021-12-22 00:04:13,61.3889
2021-12-22 00:04:14,61.5741
2021-12-22 00:04:15,61.5741
2021-12-22 00:04:16,61.6852
2021-12-22 00:04:17,61.6852
2021-12-22 00:04:18,61.5741
2021-12-22 00:04:19,61.5185
2021-12-22 00:04:20,61.5185
2021-12-22 00:04:21,61.5741
2021-12-22 00:04:22,60.2593
2021-12-22 00:04:23,60.3704
2021-12-22 00:04:24,60.2593
2021-12-22 00:04:25,60.5
2021-12-22 00:04:26,60.5185
2021-12-22 00:04:27,60.3889
2021-12-22 00:04:28,60.3889
2021-12-22 00:04:29,62.0741
2021-12-22 00:04:30,62.0185
2021-12-22 00:04:31,61.8889
2021-12-22 00:04:32,62.1481
2021-12-22 00:04:33,62.0741
2021-12-22 00:04:34,62.0185
2021-12-22 00:04:35,62.3148
2021-12-22 00:04:36,62.2407
2021-12-22 00:04:37,62.1481
2021-12-22 00:04:38,61.963
2021-12-22 00:04:39,62.0926
2021-12-22 00:04:40,61.9444
2021-12-22 00:04:41,62.1481
2021-12-22 00:04:42,61.0741
2021-12-22 00:04:43,60.9444
2021-12-22 00:04:44,61.0
2021-12-22 00:04:45,61.0556
2021-12-22 00:04:46,60.9444
2021-12-22 00:04:47,61.0556
2021-12-22 00:04:48,61.5556
2021-12-22 00:04:49,61.7407
2021-12-22 00:04:50,61.6852
2021-12-22 00:04:51,61.6296
2021-12-22 00:04:52,61.3889
2021-12-22 00:04:53,61.5185
2021-12-22 00:04:54,61.3889
2021-12-22 00:04:55,59.8148
2021-12-22 00:04:56,59.8148
2021-12-22 00:04:57,59.8704
2021-12-22 00:04:58,59.9259
2021-12-22 00:04:59,59.7593
2021-12-22 00:05:00,59.8889
2021-12-22 00:05:01,59.8333
2021-12-22 00:05:02,61.5185
2021-12-22 00:05:03,61.4444
2021-12-22 00:05:04,61.5556
2021-12-22 00:05:05,61.5556
2021-12-22 00:05:06,61.5556
2021-12-22 00:05:07,61.6852
2021-12-22 00:05:08,58.7593
2021-12-22 00:05:09,58.7037
2021-12-22 00:05:10,58.6296
2021-12-22 00:05:11,58.6852
2021-12-22 00:05:12,58.8148
2021-12-22 00:05:13,58.7407
2021-12-22 00:05:14,58.6852
2021-12-22 00:05:15,58.8148
2021-12-22 00:05:16,58.7037
2021-12-22 00:05:17,58.6296
2021-12-22 00:05:18,58.7407
2021-12-22 00:05:19,58.5556
2021-12-22 00:05:20,58.6296
2021-12-22 00:05:21,58.0556
2021-12-22 00:05:22,58.0556
2021-12-22 00:05:23,58.2407
2021-12-22 00:05:24,57.8889
2021-12-22 00:05:25,58.0
2021-12-22 00:05:26,58.1111
2021-12-22 00:05:27,58.1111
2021-12-22 00:05:28,58.0
2021-12-22 00:05:29,58.1111
2021-12-22 00:05:30,58.1111
2021-12-22 00:05:31,58.1852
2021-12-22 00:05:32,58.0185
2021-12-22 00:05:33,58.0741
2021-12-22 00:05:34,57.8889
2021-12-22 00:05:35,58.0556
2021-12-22 00:05:36,58.0556
2021-12-22 00:05:37,58.1667
2021-12-22 00:05:38,58.1852
2021-12-22 00:05:39,58.0741
2021-12-22 00:05:40,58.0
2021-12-22 00:05:41,57.5556
2021-12-22 00:05:42,57.6667
2021-12-22 00:05:43,57.5556
2021-12-22 00:05:44,57.5
2021-12-22 00:05:45,57.6111
2021-12-22 00:05:46,57.6852
2021-12-22 00:05:47,56.9444
2021-12-22 00:05:48,56.9259
2021-12-22 00:05:49,56.6852
2021-12-22 00:05:50,57.0556
2021-12-22 00:05:51,57.0556
2021-12-22 00:05:52,57.0556
2021-12-22 00:05:53,56.8889
2021-12-22 00:05:54,58.0
2021-12-22 00:05:55,57.9444
2021-12-22 00:05:56,58.0556
2021-12-22 00:05:57,58.0556
2021-12-22 00:05:58,58.1111
2021-12-22 00:05:59,58.0185
2021-12-22 00:06:00,58.1296
2021-12-22 00:06:01,59.2593
2021-12-22 00:06:02,59.2593
2021-12-22 00:06:03,59.1296
2021-12-22 00:06:04,59.2407
2021-12-22 00:06:05,59.3889
2021-12-22 00:06:06,59.4259
2021-12-22 00:06:07,57.5741
2021-12-22 00:06:08,57.5556
2021-12-22 00:06:09,57.5
2021-12-22 00:06:10,57.4444
2021-12-22 00:06:11,57.3148
2021-12-22 00:06:12,57.5556
2021-12-22 00:06:13,57.537
2021-12-22 00:06:14,57.0556
2021-12-22 00:06:15,56.8889
2021-12-22 00:06:16,56.9444
2021-12-22 00:06:17,56.8148
2021-12-22 00:06:18,56.7407
2021-12-22 00:06:19,56.8148
2021-12-22 00:06:20,57.0556
2021-12-22 00:06:21,55.1667
2021-12-22 00:06:22,55.2407
2021-12-22 00:06:23,55.0556
2021-12-22 00:06:24,55.0556
2021-12-22 00:06:25,55.037
2021-12-22 00:06:26,54.9444
2021-12-22 00:06:27,58.1296
2021-12-22 00:06:28,58.0741
2021-12-22 00:06:29,58.0741
2021-12-22 00:06:30,58.0741
2021-12-22 00:06:31,57.9444
2021-12-22 00:06:32,57.9444
2021-12-22 00:06:33,58.0
2021-12-22 00:06:34,56.9259
2021-12-22 00:06:35,56.8704
2021-12-22 00:06:36,56.8889
2021-12-22 00:06:37,56.8889
2021-12-22 00:06:38,56.7593
2021-12-22 00:06:39,56.9259
2021-12-22 00:06:40,56.9444
2021-12-22 00:06:41,58.1296
2021-12-22 00:06:42,58.0
2021-12-22 00:06:43,58.0741
2021-12-22 00:06:44,58.0
2021-12-22 00:06:45,57.9444
2021-12-22 00:06:46,58.1852
2021-12-22 00:06:47,57.6296
2021-12-22 00:06:48,57.5
2021-12-22 00:06:49,57.5556
2021-12-22 00:06:50,57.5741
2021-12-22 00:06:51,57.4444
2021-12-22 00:06:52,57.5556
2021-12-22 00:06:53,57.4259
2021-12-22 00:06:54,55.7407
2021-12-22 00:06:55,55.7593
2021-12-22 00:06:56,55.8519
2021-12-22 00:06:57,55.6852
2021-12-22 00:06:58,55.6111
2021-12-22 00:06:59,55.7963
2021-12-22 00:07:00,56.3704
2021-12-22 00:07:01,56.2963
2021-12-22 00:07:02,56.2963
2021-12-22 00:07:03,56.4815
2021-12-22 00:07:04,56.4815
2021-12-22 00:07:05,56.3889
2021-12-22 00:07:06,56.3704
2021-12-22 00:07:07,54.5
2021-12-22 00:07:08,54.3148
2021-12-22 00:07:09,54.6667
2021-12-22 00:07:10,54.6667
2021-12-22 00:07:11,54.6667
2021-12-22 00:07:12,54.5556
2021-12-22 00:07:13,55.2963
2021-12-22 00:07:14,55.2963
2021-12-22 00:07:15,55.1111
2021-12-22 00:07:16,54.8704
2021-12-22 00:07:17,55.0556
2021-12-22 00:07:18,54.9444
2021-12-22 00:07:19,54.9815
2021-12-22 00:07:20,56.7407
2021-12-22 00:07:21,56.9259
2021-12-22 00:07:22,56.8519
2021-12-22 00:07:23,57.0
2021-12-22 00:07:24,57.0
2021-12-22 00:07:25,57.0556
2021-12-22 00:07:26,56.8889
2021-12-22 00:07:27,56.2407
2021-12-22 00:07:28,56.3148
2021-12-22 00:07:29,56.1296
2021-12-22 00:07:30,56.4259
2021-12-22 00:07:31,56.4815
2021-12-22 00:07:32,56.4259
2021-12-22 00:07:33,55.7963
2021-12-22 00:07:34,55.6852
2021-12-22 00:07:35,55.7407
2021-12-22 00:07:36,55.8148
2021-12-22 00:07:37,55.7407
2021-12-22 00:07:38,55.6852
2021-12-22 00:07:39,55.5556
2021-12-22 00:07:40,54.537
2021-12-22 00:07:41,54.4815
2021-12-22 00:07:42,54.6667
2021-12-22 00:07:43,54.7222
2021-12-22 00:07:44,54.3704
2021-12-22 00:07:45,54.5556
2021-12-22 00:07:46,55.6852
2021-12-22 00:07:47,55.7222
2021-12-22 00:07:48,55.6111
2021-12-22 00:07:49,55.6111
2021-12-22 00:07:50,55.7407
2021-12-22 00:07:51,55.8519
2021-12-22 00:07:52,55.8519
2021-12-22 00:07:53,54.5
2021-12-22 00:07:54,54.4815
2021-12-22 00:07:55,54.3704
2021-12-22 00:07:56,54.4815
2021-12-22 00:07:57,54.6667
2021-12-22 00:07:58,54.6111
2021-12-22 00:07:59,54.6111
2021-12-22 00:08:00,56.3704
2021-12-22 00:08:01,56.1852
2021-12-22 00:08:02,56.2963
2021-12-22 00:08:03,56.2407
2021-12-22 00:08:04,56.3519
2021-12-22 00:08:05,56.3519
2021-12-22 00:08:06,56.8148
2021-12-22 00:08:07,56.8704
2021-12-22 00:08:08,56.8519
2021-12-22 00:08:09,56.6852
2021-12-22 00:08:10,56.6852
2021-12-22 00:08:11,56.9259
2021-12-22 00:08:12,56.8889
2021-12-22 00:08:13,56.4815
2021-12-22 00:08:14,56.2407
2021-12-22 00:08:15,56.1852
2021-12-22 00:08:16,56.4815
2021-12-22 00:08:17,56.2963
2021-12-22 00:08:18,56.3704
2021-12-22 00:08:19,56.4815
2021-12-22 00:08:20,56.3889
2021-12-22 00:08:21,56.3148
2021-12-22 00:08:22,56.2407
2021-12-22 00:08:23,56.2963
2021-12-22 00:08:24,56.2407
2021-12-22 00:08:25,56.3519
2021-12-22 00:08:26,56.3519
2021-12-22 00:08:27,57.0556
2021-12-22 00:08:28,56.8148
2021-12-22 00:08:29,56.8704
2021-12-22 00:08:30,56.7593
2021-12-22 00:08:31,56.8148
2021-12-22 00:08:32,56.7407
2021-12-22 00:08:33,56.3519
2021-12-22 00:08:34,56.3519
2021-12-22 00:08:35,56.4444
2021-12-22 00:08:36,56.4444
2021-12-22 00:08:37,56.1296
2021-12-22 00:08:38,56.3148
2021-12-22 00:08:39,55.5556
2021-12-22 00:08:40,55.6296
2021-12-22 00:08:41,55.7222
2021-12-22 00:08:42,55.8519
2021-12-22 00:08:43,55.7963
2021-12-22 00:08:44,55.7963
2021-12-22 00:08:45,55.7407
2021-12-22 00:08:46,56.2407
2021-12-22 00:08:47,56.3704
2021-12-22 00:08:48,56.4444
2021-12-22 00:08:49,56.3148
2021-12-22 00:08:50,56.3148
2021-12-22 00:08:51,56.2593
2021-12-22 00:08:52,56.4259
2021-12-22 00:08:53,56.1852
2021-12-22 00:08:54,56.3519
2021-12-22 00:08:55,56.4815
2021-12-22 00:08:56,56.4815
2021-12-22 00:08:57,56.2593
2021-12-22 00:08:58,56.4444
2021-12-22 00:08:59,58.6111
2021-12-22 00:09:00,58.4444
2021-12-22 00:09:01,58.7407
2021-12-22 00:09:02,58.6111
2021-12-22 00:09:03,58.7407
2021-12-22 00:09:04,58.7407
2021-12-22 00:09:05,58.7037
2021-12-22 00:09:06,57.3889
2021-12-22 00:09:07,57.5
2021-12-22 00:09:08,57.3704
2021-12-22 00:09:09,57.3889
2021-12-22 00:09:10,57.4259
2021-12-22 00:09:11,57.6852
2021-12-22 00:09:12,55.8148
2021-12-22 00:09:13,55.8704
2021-12-22 00:09:14,55.7963
2021-12-22 00:09:15,55.6667
2021-12-22 00:09:16,55.7222
2021-12-22 00:09:17,55.8519
2021-12-22 00:09:18,58.0741
2021-12-22 00:09:19,58.0741
2021-12-22 00:09:20,57.9444
2021-12-22 00:09:21,57.9444
2021-12-22 00:09:22,58.0741
2021-12-22 00:09:23,57.8889
2021-12-22 00:09:24,58.1852
2021-12-22 00:09:25,57.5741
2021-12-22 00:09:26,57.6852
2021-12-22 00:09:27,57.4444
2021-12-22 00:09:28,57.5
2021-12-22 00:09:29,57.3148
2021-12-22 00:09:30,57.3148
2021-12-22 00:09:31,57.4815
2021-12-22 00:09:32,58.0741
2021-12-22 00:09:33,58.2407
2021-12-22 00:09:34,58.0741
2021-12-22 00:09:35,57.8889
2021-12-22 00:09:36,57.8889
2021-12-22 00:09:37,58.1111
2021-12-22 00:09:38,58.0556
2021-12-22 00:09:39,59.5
2021-12-22 00:09:40,59.1852
2021-12-22 00:09:41,59.3333
2021-12-22 00:09:42,59.2037
2021-12-22 00:09:43,59.2407
2021-12-22 00:09:44,59.3148
2021-12-22 00:09:45,56.4815
2021-12-22 00:09:46,56.3704
2021-12-22 00:09:47,56.4815
2021-12-22 00:09:48,56.3148
2021-12-22 00:09:49,56.3704
2021-12-22 00:09:50,56.3148
2021-12-22 00:09:51,56.4259
2021-12-22 00:09:52,58.6852
2021-12-22 00:09:53,58.8148
2021-12-22 00:09:54,58.7407
2021-12-22 00:09:55,58.7037
2021-12-22 00:09:56,58.7037
2021-12-22 00:09:57,58.7037
2021-12-22 00:09:58,58.5
2021-12-22 00:09:59,58.7407
2021-12-22 00:10:00,58.6296
2021-12-22 00:10:01,58.8704
2021-12-22 00:10:02,58.6852
2021-12-22 00:10:03,58.5556
2021-12-22 00:10:04,58.7037
2021-12-22 00:10:05,59.3333
2021-12-22 00:10:06,59.1296
2021-12-22 00:10:07,59.1296
2021-12-22 00:10:08,59.1296
2021-12-22 00:10:09,59.2963
2021-12-22 00:10:10,59.3148
2021-12-22 00:10:11,59.3148
2021-12-22 00:10:12,57.1111
2021-12-22 00:10:13,57.0556
2021-12-22 00:10:14,56.9444
2021-12-22 00:10:15,56.8704
2021-12-22 00:10:16,56.8704
2021-12-22 00:10:17,56.7593
2021-12-22 00:10:18,59.3704
2021-12-22 00:10:19,59.1852
2021-12-22 00:10:20,59.2963
2021-12-22 00:10:21,59.2963
2021-12-22 00:10:22,59.4259
2021-12-22 00:10:23,59.5
2021-12-22 00:10:24,59.5
2021-12-22 00:10:25,59.2593
2021-12-22 00:10:26,59.3889
2021-12-22 00:10:27,59.3148
2021-12-22 00:10:28,59.0741
2021-12-22 00:10:29,59.1296
2021-12-22 00:10:30,59.2407
2021-12-22 00:10:31,57.5556
2021-12-22 00:10:32,57.5556
2021-12-22 00:10:33,57.6852
2021-12-22 00:10:34,57.6852
2021-12-22 00:10:35,57.5
2021-12-22 00:10:36,57.3889
2021-12-22 00:10:37,57.3889
2021-12-22 00:10:38,59.7407
2021-12-22 00:10:39,59.9259
2021-12-22 00:10:40,59.7778
2021-12-22 00:10:41,59.7778
2021-12-22 00:10:42,59.7037
2021-12-22 00:10:43,59.8333
2021-12-22 00:10:44,59.6482
2021-12-22 00:10:45,58.0185
2021-12-22 00:10:46,58.0556
2021-12-22 00:10:47,58.0741
2021-12-22 00:10:48,57.8889
2021-12-22 00:10:49,57.9444
2021-12-22 00:10:50,58.0556
2021-12-22 00:10:51,59.7037
2021-12-22 00:10:52,59.8704
2021-12-22 00:10:53,59.8333
2021-12-22 00:10:54,60.0
2021-12-22 00:10:55,59.8333
2021-12-22 00:10:56,59.8148
2021-12-22 00:10:57,59.8148
2021-12-22 00:10:58,59.7037
2021-12-22 00:10:59,59.8703
2021-12-22 00:11:00,59.8331
2021-12-22 00:11:01,59.9442
2021-12-22 00:11:02,59.7035
2021-12-22 00:11:03,59.8702
2021-12-22 00:11:04,62.4442
2021-12-22 00:11:05,62.8146
2021-12-22 00:11:06,62.8146
2021-12-22 00:11:07,62.8887
2021-12-22 00:11:08,62.7035
2021-12-22 00:11:09,62.7591
2021-12-22 00:11:10,62.5739
2021-12-22 00:11:11,59.9257
2021-12-22 00:11:12,59.8331
2021-12-22 00:11:13,59.9442
2021-12-22 00:11:14,59.8887
2021-12-22 00:11:15,59.8146
2021-12-22 00:11:16,59.7035
2021-12-22 00:11:17,59.7591
2021-12-22 00:11:18,62.1294
2021-12-22 00:11:19,62.2035
2021-12-22 00:11:20,62.2035
2021-12-22 00:11:21,62.1109
2021-12-22 00:11:22,61.9628
2021-12-22 00:11:23,61.9628
2021-12-22 00:11:24,61.5554
2021-12-22 00:11:25,61.6294
2021-12-22 00:11:26,61.7591
2021-12-22 00:11:27,61.3887
2021-12-22 00:11:28,61.5183
2021-12-22 00:11:29,61.5554
2021-12-22 00:11:30,61.685
2021-12-22 00:11:31,63.3702
2021-12-22 00:11:32,63.4998
2021-12-22 00:11:33,63.4998
2021-12-22 00:11:34,63.3331
2021-12-22 00:11:35,63.2035
2021-12-22 00:11:36,63.2035
2021-12-22 00:11:37,61.6294
2021-12-22 00:11:38,61.7035
2021-12-22 00:11:39,61.685
2021-12-22 00:11:40,61.5739
2021-12-22 00:11:41,61.6294
2021-12-22 00:11:42,61.3887
2021-12-22 00:11:43,61.5554
2021-12-22 00:11:44,64.2776
2021-12-22 00:11:45,64.5555
2021-12-22 00:11:46,64.5741
2021-12-22 00:11:47,64.6294
2021-12-22 00:11:48,64.5924
2021-12-22 00:11:49,64.6479
2021-12-22 00:11:50,61.6479
2021-12-22 00:11:51,61.3887
2021-12-22 00:11:52,61.3887
2021-12-22 00:11:53,61.5739
2021-12-22 00:11:54,61.685
2021-12-22 00:11:55,61.5183
2021-12-22 00:11:56,61.7405
2021-12-22 00:11:57,65.2591
2021-12-22 00:11:58,65.0924
2021-12-22 00:11:59,64.9072
2021-12-22 00:12:00,65.0739
2021-12-22 00:12:01,64.9628
2021-12-22 00:12:02,65.0739
2021-12-22 00:12:03,65.0739
2021-12-22 00:12:04,64.6294
2021-12-22 00:12:05,64.6294
2021-12-22 00:12:06,64.5924
2021-12-22 00:12:07,64.4628
2021-12-22 00:12:08,64.4628
2021-12-22 00:12:09,64.3331
2021-12-22 00:12:10,64.4072
2021-12-22 00:12:11,64.5739
2021-12-22 00:12:12,64.6479
2021-12-22 00:12:13,64.6294
2021-12-22 00:12:14,64.3331
2021-12-22 00:12:15,64.3887
2021-12-22 00:12:16,64.3331
2021-12-22 00:12:17,66.2591
2021-12-22 00:12:18,66.3146
2021-12-22 00:12:19,66.4628
2021-12-22 00:12:20,66.3517
2021-12-22 00:12:21,66.2776
2021-12-22 00:12:22,66.2591
2021-12-22 00:12:23,66.3146
2021-12-22 00:12:24,66.3331
2021-12-22 00:12:25,66.4442
2021-12-22 00:12:26,66.0924
2021-12-22 00:12:27,66.2776
2021-12-22 00:12:28,66.1479
2021-12-22 00:12:29,66.4442
2021-12-22 00:12:30,69.9628
2021-12-22 00:12:31,69.7961
2021-12-22 00:12:32,69.6665
2021-12-22 00:12:33,69.6109
2021-12-22 00:12:34,69.7961
2021-12-22 00:12:35,69.9628
2021-12-22 00:12:36,69.8331
2021-12-22 00:12:37,69.7961
2021-12-22 00:12:38,69.9072
2021-12-22 00:12:39,69.6109
2021-12-22 00:12:40,69.7405
2021-12-22 00:12:41,69.6665
2021-12-22 00:12:42,69.722
2021-12-22 00:12:43,71.0924
2021-12-22 00:12:44,71.0924
2021-12-22 00:12:45,71.0368
2021-12-22 00:12:46,70.9813
2021-12-22 00:12:47,71.0183
2021-12-22 00:12:48,70.8517
2021-12-22 00:12:49,71.0368
2021-12-22 00:12:50,72.3331
2021-12-22 00:12:51,72.2961
2021-12-22 00:12:52,72.1665
2021-12-22 00:12:53,72.0554
2021-12-22 00:12:54,72.222
2021-12-22 00:12:55,72.222
2021-12-22 00:12:56,72.222
2021-12-22 00:12:57,71.6665
2021-12-22 00:12:58,71.6665
