时间,一次风调门
2021-12-22 00:02:36,60.6713
2021-12-22 00:02:37,60.5856
2021-12-22 00:02:38,60.1991
2021-12-22 00:02:39,60.1991
2021-12-22 00:02:40,60.3773
2021-12-22 00:02:41,60.5116
2021-12-22 00:02:42,60.5139
2021-12-22 00:02:43,60.4421
2021-12-22 00:02:44,60.537
2021-12-22 00:02:45,60.9421
2021-12-22 00:02:46,61.3912
2021-12-22 00:02:47,61.5
2021-12-22 00:02:48,61.25
2021-12-22 00:02:49,61.1319
2021-12-22 00:02:50,61.1389
2021-12-22 00:02:51,61.1273
2021-12-22 00:02:52,60.7269
2021-12-22 00:02:53,60.4282
2021-12-22 00:02:54,60.5208
2021-12-22 00:02:55,60.7569
2021-12-22 00:02:56,60.8287
2021-12-22 00:02:57,60.3102
2021-12-22 00:02:58,60.3102
2021-12-22 00:02:59,60.1597
2021-12-22 00:03:00,60.3472
2021-12-22 00:03:01,60.544
2021-12-22 00:03:02,60.5301
2021-12-22 00:03:03,60.4607
2021-12-22 00:03:04,60.5671
2021-12-22 00:03:05,60.7107
2021-12-22 00:03:06,60.6713
2021-12-22 00:03:07,60.5139
2021-12-22 00:03:08,60.4838
2021-12-22 00:03:09,60.5046
2021-12-22 00:03:10,60.6134
2021-12-22 00:03:11,60.787
2021-12-22 00:03:12,60.6852
2021-12-22 00:03:13,60.5694
2021-12-22 00:03:14,60.5694
2021-12-22 00:03:15,60.6065
2021-12-22 00:03:16,60.662
2021-12-22 00:03:17,60.7315
2021-12-22 00:03:18,61.0833
2021-12-22 00:03:19,61.4931
2021-12-22 00:03:20,61.3866
2021-12-22 00:03:21,61.2037
2021-12-22 00:03:22,61.1412
2021-12-22 00:03:23,61.1875
2021-12-22 00:03:24,61.1944
2021-12-22 00:03:25,61.1643
2021-12-22 00:03:26,61.1944
2021-12-22 00:03:27,61.2037
2021-12-22 00:03:28,61.2199
2021-12-22 00:03:29,61.2338
2021-12-22 00:03:30,61.2037
2021-12-22 00:03:31,61.1944
2021-12-22 00:03:32,61.2037
2021-12-22 00:03:33,61.2037
2021-12-22 00:03:34,61.2199
2021-12-22 00:03:35,61.2269
2021-12-22 00:03:36,61.1944
2021-12-22 00:03:37,61.1944
2021-12-22 00:03:38,61.2037
2021-12-22 00:03:39,61.1736
2021-12-22 00:03:40,61.2037
2021-12-22 00:03:41,61.2176
2021-12-22 00:03:42,61.2569
2021-12-22 00:03:43,61.2407
2021-12-22 00:03:44,61.2037
2021-12-22 00:03:45,61.1713
2021-12-22 00:03:46,61.1944
2021-12-22 00:03:47,61.2269
2021-12-22 00:03:48,61.2361
2021-12-22 00:03:49,61.2338
2021-12-22 00:03:50,61.2037
2021-12-22 00:03:51,61.2037
2021-12-22 00:03:52,61.1968
2021-12-22 00:03:53,61.2037
2021-12-22 00:03:54,61.2107
2021-12-22 00:03:55,61.2431
2021-12-22 00:03:56,61.2407
2021-12-22 00:03:57,61.2176
2021-12-22 00:03:58,61.1806
2021-12-22 00:03:59,61.2037
2021-12-22 00:04:00,61.2269
2021-12-22 00:04:01,61.2269
2021-12-22 00:04:02,61.2731
2021-12-22 00:04:03,61.2431
2021-12-22 00:04:04,61.1944
2021-12-22 00:04:05,61.1968
2021-12-22 00:04:06,61.213
2021-12-22 00:04:07,61.2431
2021-12-22 00:04:08,61.2431
2021-12-22 00:04:09,61.1944
2021-12-22 00:04:10,61.2107
2021-12-22 00:04:11,61.1782
2021-12-22 00:04:12,61.1736
2021-12-22 00:04:13,61.2269
2021-12-22 00:04:14,61.2431
2021-12-22 00:04:15,61.25
2021-12-22 00:04:16,61.1944
2021-12-22 00:04:17,61.1806
2021-12-22 00:04:18,61.2176
2021-12-22 00:04:19,61.2292
2021-12-22 00:04:20,61.2292
2021-12-22 00:04:21,61.2107
2021-12-22 00:04:22,61.1643
2021-12-22 00:04:23,61.1944
2021-12-22 00:04:24,61.2107
2021-12-22 00:04:25,61.2593
2021-12-22 00:04:26,61.2361
2021-12-22 00:04:27,61.1898
2021-12-22 00:04:28,61.1875
2021-12-22 00:04:29,61.2269
2021-12-22 00:04:30,61.1875
2021-12-22 00:04:31,61.1736
2021-12-22 00:04:32,61.1574
2021-12-22 00:04:33,61.2176
2021-12-22 00:04:34,61.25
2021-12-22 00:04:35,61.2338
2021-12-22 00:04:36,61.1643
2021-12-22 00:04:37,61.1713
2021-12-22 00:04:38,61.2176
2021-12-22 00:04:39,61.2269
2021-12-22 00:04:40,61.1806
2021-12-22 00:04:41,61.1875
2021-12-22 00:04:42,61.2037
2021-12-22 00:04:43,61.25
2021-12-22 00:04:44,61.2037
2021-12-22 00:04:45,61.1875
2021-12-22 00:04:46,61.1481
2021-12-22 00:04:47,61.2107
2021-12-22 00:04:48,61.2431
2021-12-22 00:04:49,61.2176
2021-12-22 00:04:50,61.1643
2021-12-22 00:04:51,61.2037
2021-12-22 00:04:52,61.25
2021-12-22 00:04:53,61.2199
2021-12-22 00:04:54,61.1806
2021-12-22 00:04:55,61.1574
2021-12-22 00:04:56,61.1875
2021-12-22 00:04:57,61.2176
2021-12-22 00:04:58,61.2569
2021-12-22 00:04:59,61.213
2021-12-22 00:05:00,61.1713
2021-12-22 00:05:01,61.1944
2021-12-22 00:05:02,61.2431
2021-12-22 00:05:03,61.2199
2021-12-22 00:05:04,61.1643
2021-12-22 00:05:05,61.1643
2021-12-22 00:05:06,61.1875
2021-12-22 00:05:07,61.2338
2021-12-22 00:05:08,61.2338
2021-12-22 00:05:09,61.2431
2021-12-22 00:05:10,61.1944
2021-12-22 00:05:11,61.1944
2021-12-22 00:05:12,61.2269
2021-12-22 00:05:13,61.2569
2021-12-22 00:05:14,61.2338
2021-12-22 00:05:15,61.2107
2021-12-22 00:05:16,61.1806
2021-12-22 00:05:17,61.1875
2021-12-22 00:05:18,61.2269
2021-12-22 00:05:19,61.2431
2021-12-22 00:05:20,61.25
2021-12-22 00:05:21,61.2107
2021-12-22 00:05:22,61.1944
2021-12-22 00:05:23,61.2269
2021-12-22 00:05:24,61.2523
2021-12-22 00:05:25,61.2199
2021-12-22 00:05:26,61.1944
2021-12-22 00:05:27,61.1713
2021-12-22 00:05:28,61.1944
2021-12-22 00:05:29,61.2338
2021-12-22 00:05:30,61.2662
2021-12-22 00:05:31,61.2731
2021-12-22 00:05:32,61.1968
2021-12-22 00:05:33,61.1713
2021-12-22 00:05:34,61.2269
2021-12-22 00:05:35,61.2662
2021-12-22 00:05:36,61.2269
2021-12-22 00:05:37,61.2037
2021-12-22 00:05:38,61.1944
2021-12-22 00:05:39,61.1944
2021-12-22 00:05:40,61.2199
2021-12-22 00:05:41,61.2107
2021-12-22 00:05:42,61.125
2021-12-22 00:05:43,60.75
2021-12-22 00:05:44,60.2569
2021-12-22 00:05:45,60.2546
2021-12-22 00:05:46,60.4977
2021-12-22 00:05:47,60.6227
2021-12-22 00:05:48,60.6366
2021-12-22 00:05:49,60.8495
2021-12-22 00:05:50,60.6551
2021-12-22 00:05:51,60.6551
2021-12-22 00:05:52,60.6227
2021-12-22 00:05:53,60.669
2021-12-22 00:05:54,60.6389
2021-12-22 00:05:55,60.7014
2021-12-22 00:05:56,60.8194
2021-12-22 00:05:57,60.8032
2021-12-22 00:05:58,60.7107
2021-12-22 00:05:59,60.7176
2021-12-22 00:06:00,60.7037
2021-12-22 00:06:01,60.6875
2021-12-22 00:06:02,60.5787
2021-12-22 00:06:03,60.2963
2021-12-22 00:06:04,60.3565
2021-12-22 00:06:05,60.5602
2021-12-22 00:06:06,60.5926
2021-12-22 00:06:07,60.537
2021-12-22 00:06:08,60.6227
2021-12-22 00:06:09,60.9745
2021-12-22 00:06:10,61.0394
2021-12-22 00:06:11,60.8588
2021-12-22 00:06:12,60.7315
2021-12-22 00:06:13,60.7315
2021-12-22 00:06:14,60.7245
2021-12-22 00:06:15,60.7107
2021-12-22 00:06:16,60.4051
2021-12-22 00:06:17,60.419
2021-12-22 00:06:18,60.544
2021-12-22 00:06:19,60.5926
2021-12-22 00:06:20,60.6319
2021-12-22 00:06:21,60.6528
2021-12-22 00:06:22,60.7407
2021-12-22 00:06:23,61.162
2021-12-22 00:06:24,61.5486
2021-12-22 00:06:25,61.3843
2021-12-22 00:06:26,61.1736
2021-12-22 00:06:27,61.1944
2021-12-22 00:06:28,60.6574
2021-12-22 00:06:29,60.6574
2021-12-22 00:06:30,60.2708
2021-12-22 00:06:31,60.3333
2021-12-22 00:06:32,60.5833
2021-12-22 00:06:33,60.662
2021-12-22 00:06:34,60.6389
2021-12-22 00:06:35,60.7338
2021-12-22 00:06:36,61.1065
2021-12-22 00:06:37,61.5255
2021-12-22 00:06:38,61.4329
2021-12-22 00:06:39,61.2269
2021-12-22 00:06:40,61.1875
2021-12-22 00:06:41,61.1713
2021-12-22 00:06:42,61.0648
2021-12-22 00:06:43,60.713
2021-12-22 00:06:44,60.3333
2021-12-22 00:06:45,60.5046
2021-12-22 00:06:46,60.7639
2021-12-22 00:06:47,60.8264
2021-12-22 00:06:48,60.8287
2021-12-22 00:06:49,60.7963
2021-12-22 00:06:50,60.7731
2021-12-22 00:06:51,60.75
2021-12-22 00:06:52,60.7801
2021-12-22 00:06:53,60.7639
2021-12-22 00:06:54,60.7315
2021-12-22 00:06:55,60.8194
2021-12-22 00:06:56,61.2569
2021-12-22 00:06:57,61.6042
2021-12-22 00:06:58,61.4329
2021-12-22 00:06:59,61.2801
2021-12-22 00:07:00,61.2731
2021-12-22 00:07:01,61.3125
2021-12-22 00:07:02,61.3889
2021-12-22 00:07:03,61.5394
2021-12-22 00:07:04,61.5949
2021-12-22 00:07:05,61.5417
2021-12-22 00:07:06,61.5255
2021-12-22 00:07:07,61.5648
2021-12-22 00:07:08,61.6273
2021-12-22 00:07:09,61.6481
2021-12-22 00:07:10,61.5787
2021-12-22 00:07:11,61.5787
2021-12-22 00:07:12,61.6574
2021-12-22 00:07:13,61.7431
2021-12-22 00:07:14,61.6736
2021-12-22 00:07:15,61.3241
2021-12-22 00:07:16,60.9607
2021-12-22 00:07:17,61.1944
2021-12-22 00:07:18,61.4306
2021-12-22 00:07:19,61.4954
2021-12-22 00:07:20,61.4236
2021-12-22 00:07:21,61.3056
2021-12-22 00:07:22,61.2801
2021-12-22 00:07:23,61.4213
2021-12-22 00:07:24,61.5556
2021-12-22 00:07:25,61.5093
2021-12-22 00:07:26,61.5718
2021-12-22 00:07:27,61.6273
2021-12-22 00:07:28,61.7755
2021-12-22 00:07:29,62.2361
2021-12-22 00:07:30,62.6759
2021-12-22 00:07:31,62.5046
2021-12-22 00:07:32,62.3009
2021-12-22 00:07:33,62.3079
2021-12-22 00:07:34,62.2616
2021-12-22 00:07:35,62.0046
2021-12-22 00:07:36,61.6134
2021-12-22 00:07:37,61.7361
2021-12-22 00:07:38,61.956
2021-12-22 00:07:39,62.0579
2021-12-22 00:07:40,62.1273
2021-12-22 00:07:41,62.2986
2021-12-22 00:07:42,62.794
2021-12-22 00:07:43,63.1227
2021-12-22 00:07:44,62.9907
2021-12-22 00:07:45,62.8727
2021-12-22 00:07:46,62.9282
2021-12-22 00:07:47,62.8495
2021-12-22 00:07:48,62.4838
2021-12-22 00:07:49,62.0741
2021-12-22 00:07:50,62.1019
2021-12-22 00:07:51,62.4028
2021-12-22 00:07:52,62.5741
2021-12-22 00:07:53,62.6296
2021-12-22 00:07:54,62.6296
2021-12-22 00:07:55,62.6759
2021-12-22 00:07:56,62.7083
2021-12-22 00:07:57,62.7384
2021-12-22 00:07:58,62.7546
2021-12-22 00:07:59,62.8264
2021-12-22 00:08:00,62.8102
2021-12-22 00:08:01,62.9097
2021-12-22 00:08:02,63.1921
2021-12-22 00:08:03,63.2801
2021-12-22 00:08:04,63.2546
2021-12-22 00:08:05,63.1852
2021-12-22 00:08:06,63.1944
2021-12-22 00:08:07,63.3426
2021-12-22 00:08:08,63.5
2021-12-22 00:08:09,63.4375
2021-12-22 00:08:10,63.4282
2021-12-22 00:08:11,63.4444
2021-12-22 00:08:12,63.4444
2021-12-22 00:08:13,63.5
2021-12-22 00:08:14,63.6412
2021-12-22 00:08:15,63.8981
2021-12-22 00:08:16,63.9306
2021-12-22 00:08:17,63.8287
2021-12-22 00:08:18,63.7431
2021-12-22 00:08:19,63.7593
2021-12-22 00:08:20,63.7431
2021-12-22 00:08:21,63.6019
2021-12-22 00:08:22,63.7106
2021-12-22 00:08:23,63.9375
2021-12-22 00:08:24,64.088
2021-12-22 00:08:25,64.0718
2021-12-22 00:08:26,64.0324
2021-12-22 00:08:27,64.0856
2021-12-22 00:08:28,64.2986
2021-12-22 00:08:29,64.6204
2021-12-22 00:08:30,64.5509
2021-12-22 00:08:31,64.4468
2021-12-22 00:08:32,64.4699
2021-12-22 00:08:33,64.5417
2021-12-22 00:08:34,64.6204
2021-12-22 00:08:35,64.5486
2021-12-22 00:08:36,64.5486
2021-12-22 00:08:37,64.6829
2021-12-22 00:08:38,64.7546
2021-12-22 00:08:39,64.7546
2021-12-22 00:08:40,64.5833
2021-12-22 00:08:41,64.5185
2021-12-22 00:08:42,64.6597
2021-12-22 00:08:43,64.8866
2021-12-22 00:08:44,64.9421
2021-12-22 00:08:45,64.9815
2021-12-22 00:08:46,64.9352
2021-12-22 00:08:47,65.0579
2021-12-22 00:08:48,65.169
2021-12-22 00:08:49,65.0764
2021-12-22 00:08:50,64.9977
2021-12-22 00:08:51,65.044
2021-12-22 00:08:52,65.2292
2021-12-22 00:08:53,65.2176
2021-12-22 00:08:54,65.0278
2021-12-22 00:08:55,65.0903
2021-12-22 00:08:56,65.2778
2021-12-22 00:08:57,65.4676
2021-12-22 00:08:58,65.4676
2021-12-22 00:08:59,65.4028
2021-12-22 00:09:00,65.544
2021-12-22 00:09:01,65.7708
2021-12-22 00:09:02,65.743
2021-12-22 00:09:03,65.6551
2021-12-22 00:09:04,65.6319
2021-12-22 00:09:05,65.7014
2021-12-22 00:09:06,65.8356
2021-12-22 00:09:07,65.8519
2021-12-22 00:09:08,65.8125
2021-12-22 00:09:09,65.7662
2021-12-22 00:09:10,65.8495
2021-12-22 00:09:11,65.9606
2021-12-22 00:09:12,66.0394
2021-12-22 00:09:13,66.1088
2021-12-22 00:09:14,66.2199
2021-12-22 00:09:15,66.1111
2021-12-22 00:09:16,66.0764
2021-12-22 00:09:17,66.1481
2021-12-22 00:09:18,66.338
2021-12-22 00:09:19,66.338
2021-12-22 00:09:20,66.2824
2021-12-22 00:09:21,66.2037
2021-12-22 00:09:22,66.3125
2021-12-22 00:09:23,66.3912
2021-12-22 00:09:24,66.5093
2021-12-22 00:09:25,66.5486
2021-12-22 00:09:26,66.5856
2021-12-22 00:09:27,66.6273
2021-12-22 00:09:28,66.6042
2021-12-22 00:09:29,66.5949
2021-12-22 00:09:30,66.6505
2021-12-22 00:09:31,66.7199
2021-12-22 00:09:32,66.7222
2021-12-22 00:09:33,66.6991
2021-12-22 00:09:34,66.3935
2021-12-22 00:09:35,66.3843
2021-12-22 00:09:36,66.6736
2021-12-22 00:09:37,66.838
2021-12-22 00:09:38,66.8611
2021-12-22 00:09:39,66.838
2021-12-22 00:09:40,66.9468
2021-12-22 00:09:41,67.1898
2021-12-22 00:09:42,67.1852
2021-12-22 00:09:43,67.1296
2021-12-22 00:09:44,67.0486
2021-12-22 00:09:45,67.0972
2021-12-22 00:09:46,67.1597
2021-12-22 00:09:47,67.2454
2021-12-22 00:09:48,67.3171
2021-12-22 00:09:49,67.3958
2021-12-22 00:09:50,67.3935
2021-12-22 00:09:51,67.3796
2021-12-22 00:09:52,67.4421
2021-12-22 00:09:53,67.3727
2021-12-22 00:09:54,67.3009
2021-12-22 00:09:55,67.5139
2021-12-22 00:09:56,67.5139
2021-12-22 00:09:57,67.6065
2021-12-22 00:09:58,67.6852
2021-12-22 00:09:59,67.8333
2021-12-22 00:10:00,67.8727
2021-12-22 00:10:01,67.8171
2021-12-22 00:10:02,67.8102
2021-12-22 00:10:03,67.8634
2021-12-22 00:10:04,67.8958
2021-12-22 00:10:05,67.919
2021-12-22 00:10:06,68.0671
2021-12-22 00:10:07,68.1944
2021-12-22 00:10:08,68.1389
2021-12-22 00:10:09,68.1157
2021-12-22 00:10:10,68.1528
2021-12-22 00:10:11,68.1782
2021-12-22 00:10:12,68.2245
2021-12-22 00:10:13,68.1458
2021-12-22 00:10:14,68.1227
2021-12-22 00:10:15,68.2037
2021-12-22 00:10:16,68.2338
2021-12-22 00:10:17,68.2963
2021-12-22 00:10:18,68.4838
2021-12-22 00:10:19,68.4468
2021-12-22 00:10:20,68.3519
2021-12-22 00:10:21,68.4051
2021-12-22 00:10:22,68.4051
2021-12-22 00:10:23,68.4306
2021-12-22 00:10:24,68.5625
2021-12-22 00:10:25,68.618
2021-12-22 00:10:26,68.5949
2021-12-22 00:10:27,68.5556
2021-12-22 00:10:28,68.6019
2021-12-22 00:10:29,68.618
2021-12-22 00:10:30,68.6574
2021-12-22 00:10:31,68.7106
2021-12-22 00:10:32,68.8426
2021-12-22 00:10:33,69.118
2021-12-22 00:10:34,69.0579
2021-12-22 00:10:35,68.9306
2021-12-22 00:10:36,68.8843
2021-12-22 00:10:37,68.9537
2021-12-22 00:10:38,69.0324
2021-12-22 00:10:39,69.1898
2021-12-22 00:10:40,69.0972
2021-12-22 00:10:41,69.0972
2021-12-22 00:10:42,69.088
2021-12-22 00:10:43,69.2222
2021-12-22 00:10:44,69.338
2021-12-22 00:10:45,69.3843
2021-12-22 00:10:46,69.4074
2021-12-22 00:10:47,69.5185
2021-12-22 00:10:48,69.4491
2021-12-22 00:10:49,69.456
2021-12-22 00:10:50,69.4954
2021-12-22 00:10:51,69.5741
2021-12-22 00:10:52,69.5278
2021-12-22 00:10:53,69.3218
2021-12-22 00:10:54,69.3866
2021-12-22 00:10:55,69.5579
2021-12-22 00:10:56,69.669
2021-12-22 00:10:57,69.7685
2021-12-22 00:10:58,69.7546
2021-12-22 00:10:59,69.6759
2021-12-22 00:11:00,69.456
2021-12-22 00:11:01,69.581
2021-12-22 00:11:02,69.7454
2021-12-22 00:11:03,69.794
2021-12-22 00:11:04,69.8148
2021-12-22 00:11:05,69.9653
2021-12-22 00:11:06,70.3241
2021-12-22 00:11:07,70.4583
2021-12-22 00:11:08,70.3194
2021-12-22 00:11:09,70.1458
2021-12-22 00:11:10,70.1852
2021-12-22 00:11:11,70.2639
2021-12-22 00:11:12,70.1713
2021-12-22 00:11:13,70.0509
2021-12-22 00:11:14,70.1551
2021-12-22 00:11:15,70.2708
2021-12-22 00:11:16,70.3495
2021-12-22 00:11:17,70.3866
2021-12-22 00:11:18,70.419
2021-12-22 00:11:19,70.4583
2021-12-22 00:11:20,70.4977
2021-12-22 00:11:21,70.5602
2021-12-22 00:11:22,70.6319
2021-12-22 00:11:23,70.6319
2021-12-22 00:11:24,70.6782
2021-12-22 00:11:25,70.6319
2021-12-22 00:11:26,70.3495
2021-12-22 00:11:27,70.4028
2021-12-22 00:11:28,70.6157
2021-12-22 00:11:29,70.7639
2021-12-22 00:11:30,70.7963
2021-12-22 00:11:31,70.7801
2021-12-22 00:11:32,70.9213
2021-12-22 00:11:33,71.125
2021-12-22 00:11:34,71.1181
2021-12-22 00:11:35,71.0093
2021-12-22 00:11:36,71.0556
2021-12-22 00:11:37,71.0787
2021-12-22 00:11:38,71.0463
2021-12-22 00:11:39,71.0463
2021-12-22 00:11:40,71.0556
2021-12-22 00:11:41,71.1968
2021-12-22 00:11:42,71.25
2021-12-22 00:11:43,71.2824
2021-12-22 00:11:44,71.2986
2021-12-22 00:11:45,71.3449
2021-12-22 00:11:46,71.4537
2021-12-22 00:11:47,71.4699
2021-12-22 00:11:48,71.4792
2021-12-22 00:11:49,71.4931
2021-12-22 00:11:50,71.5023
2021-12-22 00:11:51,71.456
2021-12-22 00:11:52,71.4537
2021-12-22 00:11:53,71.6181
2021-12-22 00:11:54,71.6042
2021-12-22 00:11:55,71.5093
2021-12-22 00:11:56,71.5718
2021-12-22 00:11:57,71.7037
2021-12-22 00:11:58,71.8449
2021-12-22 00:11:59,71.9329
2021-12-22 00:12:00,71.8542
2021-12-22 00:12:01,71.7847
2021-12-22 00:12:02,71.9167
2021-12-22 00:12:03,71.9167
2021-12-22 00:12:04,71.9699
2021-12-22 00:12:05,71.8542
2021-12-22 00:12:06,71.5417
2021-12-22 00:12:07,71.5648
2021-12-22 00:12:08,71.7361
2021-12-22 00:12:09,71.831
2021-12-22 00:12:10,71.838
2021-12-22 00:12:11,71.8449
2021-12-22 00:12:12,72.2222
2021-12-22 00:12:13,72.331
2021-12-22 00:12:14,72.1852
2021-12-22 00:12:15,72.0972
2021-12-22 00:12:16,72.0347
2021-12-22 00:12:17,72.0903
2021-12-22 00:12:18,72.081
2021-12-22 00:12:19,71.8009
2021-12-22 00:12:20,71.8449
2021-12-22 00:12:21,72.0185
2021-12-22 00:12:22,72.0486
2021-12-22 00:12:23,72.0347
2021-12-22 00:12:24,72.081
2021-12-22 00:12:25,72.0671
2021-12-22 00:12:26,72.0278
2021-12-22 00:12:27,72.0741
2021-12-22 00:12:28,72.0903
2021-12-22 00:12:29,72.1134
2021-12-22 00:12:30,72.1134
2021-12-22 00:12:31,72.2153
2021-12-22 00:12:32,72.6435
2021-12-22 00:12:33,72.8032
2021-12-22 00:12:34,72.6157
2021-12-22 00:12:35,72.4259
2021-12-22 00:12:36,72.3935
2021-12-22 00:12:37,72.4653
2021-12-22 00:12:38,72.4421
2021-12-22 00:12:39,72.3403
2021-12-22 00:12:40,72.4444
2021-12-22 00:12:41,72.4977
2021-12-22 00:12:42,72.4815
2021-12-22 00:12:43,72.5116
2021-12-22 00:12:44,72.4282
2021-12-22 00:12:45,72.3495
2021-12-22 00:12:46,72.5208
2021-12-22 00:12:47,72.6065
2021-12-22 00:12:48,72.5139
2021-12-22 00:12:49,72.4792
2021-12-22 00:12:50,72.4722
2021-12-22 00:12:51,72.5116
2021-12-22 00:12:52,72.537
2021-12-22 00:12:53,72.5833
2021-12-22 00:12:54,72.5833
2021-12-22 00:12:55,72.5208
2021-12-22 00:12:56,72.5185
2021-12-22 00:12:57,72.5278
2021-12-22 00:12:58,72.6227
