时间,二次风调门
2021-12-22 00:07:34,19.6134
2021-12-22 00:07:35,19.6644
2021-12-22 00:07:36,19.5995
2021-12-22 00:07:37,19.6273
2021-12-22 00:07:38,19.6111
2021-12-22 00:07:39,19.6921
2021-12-22 00:07:40,19.6597
2021-12-22 00:07:41,19.7037
2021-12-22 00:07:42,19.7014
2021-12-22 00:07:43,19.6412
2021-12-22 00:07:44,19.6968
2021-12-22 00:07:45,19.6412
2021-12-22 00:07:46,19.6806
2021-12-22 00:07:47,19.6458
2021-12-22 00:07:48,19.6505
2021-12-22 00:07:49,19.6528
2021-12-22 00:07:50,19.6343
2021-12-22 00:07:51,19.6875
2021-12-22 00:07:52,19.6644
2021-12-22 00:07:53,19.6389
2021-12-22 00:07:54,19.6505
2021-12-22 00:07:55,19.6898
2021-12-22 00:07:56,19.6806
2021-12-22 00:07:57,19.6319
2021-12-22 00:07:58,19.6273
2021-12-22 00:07:59,19.6412
2021-12-22 00:08:00,19.6574
2021-12-22 00:08:01,19.6736
2021-12-22 00:08:02,19.6204
2021-12-22 00:08:03,19.6505
2021-12-22 00:08:04,19.6528
2021-12-22 00:08:05,19.6204
2021-12-22 00:08:06,19.6574
2021-12-22 00:08:07,19.6644
2021-12-22 00:08:08,19.6435
2021-12-22 00:08:09,19.6736
2021-12-22 00:08:10,19.6806
2021-12-22 00:08:11,19.6273
2021-12-22 00:08:12,19.6875
2021-12-22 00:08:13,19.6574
2021-12-22 00:08:14,19.6366
2021-12-22 00:08:15,19.6644
2021-12-22 00:08:16,19.6435
2021-12-22 00:08:17,19.6597
2021-12-22 00:08:18,19.6481
2021-12-22 00:08:19,19.5949
2021-12-22 00:08:20,19.6481
2021-12-22 00:08:21,19.6782
2021-12-22 00:08:22,19.6806
2021-12-22 00:08:23,19.6574
2021-12-22 00:08:24,19.6505
2021-12-22 00:08:25,19.6273
2021-12-22 00:08:26,19.6505
2021-12-22 00:08:27,19.6273
2021-12-22 00:08:28,19.6412
2021-12-22 00:08:29,19.6644
2021-12-22 00:08:30,19.6713
2021-12-22 00:08:31,19.6597
2021-12-22 00:08:32,19.6574
2021-12-22 00:08:33,19.6343
2021-12-22 00:08:34,19.6343
2021-12-22 00:08:35,19.6412
2021-12-22 00:08:36,19.6412
2021-12-22 00:08:37,19.6736
2021-12-22 00:08:38,19.6644
2021-12-22 00:08:39,19.6644
2021-12-22 00:08:40,19.6736
2021-12-22 00:08:41,19.6366
2021-12-22 00:08:42,19.6181
2021-12-22 00:08:43,19.6551
2021-12-22 00:08:44,19.6343
2021-12-22 00:08:45,19.6273
2021-12-22 00:08:46,19.6713
2021-12-22 00:08:47,19.662
2021-12-22 00:08:48,19.6713
2021-12-22 00:08:49,19.6644
2021-12-22 00:08:50,19.6481
2021-12-22 00:08:51,19.6644
2021-12-22 00:08:52,19.6204
2021-12-22 00:08:53,19.6597
2021-12-22 00:08:54,19.6273
2021-12-22 00:08:55,19.6273
2021-12-22 00:08:56,19.6644
2021-12-22 00:08:57,19.7106
2021-12-22 00:08:58,19.625
2021-12-22 00:08:59,19.6296
2021-12-22 00:09:00,19.6736
2021-12-22 00:09:01,19.6204
2021-12-22 00:09:02,19.6597
2021-12-22 00:09:03,19.6597
2021-12-22 00:09:04,19.6505
2021-12-22 00:09:05,19.6481
2021-12-22 00:09:06,19.6644
2021-12-22 00:09:07,19.6528
2021-12-22 00:09:08,19.6644
2021-12-22 00:09:09,19.7269
2021-12-22 00:09:10,19.7708
2021-12-22 00:09:11,19.7431
2021-12-22 00:09:12,19.6782
2021-12-22 00:09:13,19.6551
2021-12-22 00:09:14,19.7106
2021-12-22 00:09:15,19.794
2021-12-22 00:09:16,19.8611
2021-12-22 00:09:17,19.8542
2021-12-22 00:09:18,19.7338
2021-12-22 00:09:19,19.7338
2021-12-22 00:09:20,19.6875
2021-12-22 00:09:21,19.6435
2021-12-22 00:09:22,19.6551
2021-12-22 00:09:23,19.7824
2021-12-22 00:09:24,19.7685
2021-12-22 00:09:25,19.7106
2021-12-22 00:09:26,19.6968
2021-12-22 00:09:27,19.8079
2021-12-22 00:09:28,19.7731
2021-12-22 00:09:29,19.7755
2021-12-22 00:09:30,19.8148
2021-12-22 00:09:31,19.7616
2021-12-22 00:09:32,19.787
2021-12-22 00:09:33,19.7431
2021-12-22 00:09:34,19.8356
2021-12-22 00:09:35,19.9236
2021-12-22 00:09:36,19.9236
2021-12-22 00:09:37,19.9028
2021-12-22 00:09:38,19.9028
2021-12-22 00:09:39,19.8218
2021-12-22 00:09:40,19.9468
2021-12-22 00:09:41,19.9236
2021-12-22 00:09:42,19.8935
2021-12-22 00:09:43,19.838
2021-12-22 00:09:44,19.8472
2021-12-22 00:09:45,19.9306
2021-12-22 00:09:46,19.9838
2021-12-22 00:09:47,19.9769
2021-12-22 00:09:48,20.0949
2021-12-22 00:09:49,20.0394
2021-12-22 00:09:50,19.963
2021-12-22 00:09:51,19.8773
2021-12-22 00:09:52,19.9097
2021-12-22 00:09:53,20.0162
2021-12-22 00:09:54,19.9815
2021-12-22 00:09:55,19.9537
2021-12-22 00:09:56,19.9537
2021-12-22 00:09:57,20.0255
2021-12-22 00:09:58,20.088
2021-12-22 00:09:59,20.0185
2021-12-22 00:10:00,19.9792
2021-12-22 00:10:01,20.0162
2021-12-22 00:10:02,20.0602
2021-12-22 00:10:03,20.0116
2021-12-22 00:10:04,20.0394
2021-12-22 00:10:05,20.1111
2021-12-22 00:10:06,20.1597
2021-12-22 00:10:07,20.1782
2021-12-22 00:10:08,20.1204
2021-12-22 00:10:09,20.081
2021-12-22 00:10:10,20.1134
2021-12-22 00:10:11,20.1296
2021-12-22 00:10:12,20.0903
2021-12-22 00:10:13,20.0486
2021-12-22 00:10:14,20.0324
2021-12-22 00:10:15,20.0648
2021-12-22 00:10:16,20.0046
2021-12-22 00:10:17,19.9931
2021-12-22 00:10:18,19.8773
2021-12-22 00:10:19,19.8565
2021-12-22 00:10:20,19.838
2021-12-22 00:10:21,19.7917
2021-12-22 00:10:22,19.7755
2021-12-22 00:10:23,19.8519
2021-12-22 00:10:24,19.8056
2021-12-22 00:10:25,19.6968
2021-12-22 00:10:26,19.5926
2021-12-22 00:10:27,19.6481
2021-12-22 00:10:28,19.7361
2021-12-22 00:10:29,19.6829
2021-12-22 00:10:30,19.6134
2021-12-22 00:10:31,19.6111
2021-12-22 00:10:32,19.6505
2021-12-22 00:10:33,19.6713
2021-12-22 00:10:34,19.625
2021-12-22 00:10:35,19.6782
2021-12-22 00:10:36,19.6806
2021-12-22 00:10:37,19.6806
2021-12-22 00:10:38,19.6505
2021-12-22 00:10:39,19.6273
2021-12-22 00:10:40,19.7106
2021-12-22 00:10:41,19.7106
2021-12-22 00:10:42,19.6968
2021-12-22 00:10:43,19.6875
2021-12-22 00:10:44,19.6505
2021-12-22 00:10:45,19.6574
2021-12-22 00:10:46,19.6296
2021-12-22 00:10:47,19.6782
2021-12-22 00:10:48,19.6736
2021-12-22 00:10:49,19.6736
2021-12-22 00:10:50,19.6343
2021-12-22 00:10:51,19.6574
2021-12-22 00:10:52,19.6273
2021-12-22 00:10:53,19.6852
2021-12-22 00:10:54,19.625
2021-12-22 00:10:55,19.7037
2021-12-22 00:10:56,19.6806
2021-12-22 00:10:57,19.6435
2021-12-22 00:10:58,19.6505
2021-12-22 00:10:59,19.6435
2021-12-22 00:11:00,19.6944
2021-12-22 00:11:01,19.6551
2021-12-22 00:11:02,19.6505
2021-12-22 00:11:03,19.6435
2021-12-22 00:11:04,19.6597
2021-12-22 00:11:05,19.6273
2021-12-22 00:11:06,19.6481
2021-12-22 00:11:07,19.669
2021-12-22 00:11:08,19.7731
2021-12-22 00:11:09,19.6968
2021-12-22 00:11:10,19.6505
2021-12-22 00:11:11,19.5949
2021-12-22 00:11:12,19.6644
2021-12-22 00:11:13,19.7014
2021-12-22 00:11:14,19.7569
2021-12-22 00:11:15,19.7523
2021-12-22 00:11:16,19.6921
2021-12-22 00:11:17,19.706
2021-12-22 00:11:18,19.706
2021-12-22 00:11:19,19.7176
2021-12-22 00:11:20,19.7269
2021-12-22 00:11:21,19.6968
2021-12-22 00:11:22,19.7454
2021-12-22 00:11:23,19.7454
2021-12-22 00:11:24,19.6968
2021-12-22 00:11:25,19.6736
2021-12-22 00:11:26,19.6412
2021-12-22 00:11:27,19.7269
2021-12-22 00:11:28,19.7593
2021-12-22 00:11:29,19.6528
2021-12-22 00:11:30,19.6019
2021-12-22 00:11:31,19.6111
2021-12-22 00:11:32,19.7083
2021-12-22 00:11:33,19.8356
2021-12-22 00:11:34,19.8588
2021-12-22 00:11:35,19.7847
2021-12-22 00:11:36,19.7431
2021-12-22 00:11:37,19.7616
2021-12-22 00:11:38,19.9051
2021-12-22 00:11:39,19.875
2021-12-22 00:11:40,19.8843
2021-12-22 00:11:41,19.8912
2021-12-22 00:11:42,19.8935
2021-12-22 00:11:43,19.8634
2021-12-22 00:11:44,19.8542
2021-12-22 00:11:45,19.7917
2021-12-22 00:11:46,19.8148
2021-12-22 00:11:47,19.9005
2021-12-22 00:11:48,19.8819
2021-12-22 00:11:49,19.8588
2021-12-22 00:11:50,19.8519
2021-12-22 00:11:51,19.9097
2021-12-22 00:11:52,19.9259
2021-12-22 00:11:53,19.8148
2021-12-22 00:11:54,19.875
2021-12-22 00:11:55,19.9838
2021-12-22 00:11:56,19.9769
2021-12-22 00:11:57,19.9468
2021-12-22 00:11:58,19.9537
2021-12-22 00:11:59,20.0116
2021-12-22 00:12:00,20.1667
2021-12-22 00:12:01,20.2014
2021-12-22 00:12:02,20.0347
2021-12-22 00:12:03,20.0347
2021-12-22 00:12:04,20.1111
2021-12-22 00:12:05,20.1968
2021-12-22 00:12:06,20.2824
2021-12-22 00:12:07,20.3218
2021-12-22 00:12:08,20.456
2021-12-22 00:12:09,20.4259
2021-12-22 00:12:10,20.5069
2021-12-22 00:12:11,20.662
2021-12-22 00:12:12,20.7384
2021-12-22 00:12:13,20.7315
2021-12-22 00:12:14,20.8009
2021-12-22 00:12:15,20.8958
2021-12-22 00:12:16,21.0787
2021-12-22 00:12:17,21.1019
2021-12-22 00:12:18,21.2106
2021-12-22 00:12:19,21.3958
2021-12-22 00:12:20,21.4743
2021-12-22 00:12:21,21.5833
2021-12-22 00:12:22,21.6968
2021-12-22 00:12:23,21.8287
2021-12-22 00:12:24,22.0417
2021-12-22 00:12:25,22.1713
2021-12-22 00:12:26,22.3009
2021-12-22 00:12:27,22.463
2021-12-22 00:12:28,22.5278
2021-12-22 00:12:29,22.7361
2021-12-22 00:12:30,22.8704
2021-12-22 00:12:31,23.0255
2021-12-22 00:12:32,23.2384
2021-12-22 00:12:33,23.3426
2021-12-22 00:12:34,23.4745
2021-12-22 00:12:35,23.6782
2021-12-22 00:12:36,23.7338
2021-12-22 00:12:37,23.9051
2021-12-22 00:12:38,24.0301
2021-12-22 00:12:39,24.1134
2021-12-22 00:12:40,24.2593
2021-12-22 00:12:41,24.331
2021-12-22 00:12:42,24.456
2021-12-22 00:12:43,24.8449
2021-12-22 00:12:44,24.8449
2021-12-22 00:12:45,24.8287
2021-12-22 00:12:46,24.9398
2021-12-22 00:12:47,24.9884
2021-12-22 00:12:48,25.1296
2021-12-22 00:12:49,25.1759
2021-12-22 00:12:50,25.2222
2021-12-22 00:12:51,25.4005
2021-12-22 00:12:52,25.4977
2021-12-22 00:12:53,25.5139
2021-12-22 00:12:54,25.5926
2021-12-22 00:12:55,25.6551
2021-12-22 00:12:56,25.7083
2021-12-22 00:12:57,25.8403
