时间,引风机转速
2021-12-22 00:00:56,62.5949
2021-12-22 00:00:57,62.588
2021-12-22 00:00:58,62.581
2021-12-22 00:00:59,62.5046
2021-12-22 00:01:00,62.5116
2021-12-22 00:01:01,62.4653
2021-12-22 00:01:02,62.4931
2021-12-22 00:01:03,62.5
2021-12-22 00:01:04,62.5255
2021-12-22 00:01:05,62.5486
2021-12-22 00:01:06,62.5417
2021-12-22 00:01:07,62.5185
2021-12-22 00:01:08,62.5185
2021-12-22 00:01:09,62.5116
2021-12-22 00:01:10,62.4954
2021-12-22 00:01:11,62.4954
2021-12-22 00:01:12,62.5023
2021-12-22 00:01:13,62.5486
2021-12-22 00:01:14,62.5856
2021-12-22 00:01:15,62.5833
2021-12-22 00:01:16,62.5185
2021-12-22 00:01:17,62.4792
2021-12-22 00:01:18,62.4722
2021-12-22 00:01:19,62.5532
2021-12-22 00:01:20,62.5787
2021-12-22 00:01:21,62.5787
2021-12-22 00:01:22,62.5648
2021-12-22 00:01:23,62.5556
2021-12-22 00:01:24,62.5509
2021-12-22 00:01:25,62.5787
2021-12-22 00:01:26,62.5671
2021-12-22 00:01:27,62.5417
2021-12-22 00:01:28,62.5417
2021-12-22 00:01:29,62.5556
2021-12-22 00:01:30,62.5417
2021-12-22 00:01:31,62.5903
2021-12-22 00:01:32,62.5903
2021-12-22 00:01:33,62.6019
2021-12-22 00:01:34,62.5741
2021-12-22 00:01:35,62.5347
2021-12-22 00:01:36,62.4329
2021-12-22 00:01:37,62.3704
2021-12-22 00:01:38,62.3449
2021-12-22 00:01:39,62.4306
2021-12-22 00:01:40,62.4768
2021-12-22 00:01:41,62.5093
2021-12-22 00:01:42,62.4491
2021-12-22 00:01:43,62.4491
2021-12-22 00:01:44,62.4329
2021-12-22 00:01:45,62.4768
2021-12-22 00:01:46,62.4792
2021-12-22 00:01:47,62.4931
2021-12-22 00:01:48,62.456
2021-12-22 00:01:49,62.4653
2021-12-22 00:01:50,62.4398
2021-12-22 00:01:51,62.4259
2021-12-22 00:01:52,62.4537
2021-12-22 00:01:53,62.4606
2021-12-22 00:01:54,62.4491
2021-12-22 00:01:55,62.4583
2021-12-22 00:01:56,62.4491
2021-12-22 00:01:57,62.4537
2021-12-22 00:01:58,62.4213
2021-12-22 00:01:59,62.3056
2021-12-22 00:02:00,62.206
2021-12-22 00:02:01,62.1736
2021-12-22 00:02:02,62.2431
2021-12-22 00:02:03,62.3125
2021-12-22 00:02:04,62.3056
2021-12-22 00:02:05,62.3519
2021-12-22 00:02:06,62.3218
2021-12-22 00:02:07,62.3079
2021-12-22 00:02:08,62.2824
2021-12-22 00:02:09,62.2755
2021-12-22 00:02:10,62.2894
2021-12-22 00:02:11,62.3287
2021-12-22 00:02:12,62.3588
2021-12-22 00:02:13,62.3704
2021-12-22 00:02:14,62.3218
2021-12-22 00:02:15,62.3218
2021-12-22 00:02:16,62.2824
2021-12-22 00:02:17,62.2894
2021-12-22 00:02:18,62.3287
2021-12-22 00:02:19,62.3241
2021-12-22 00:02:20,62.2986
2021-12-22 00:02:21,62.2755
2021-12-22 00:02:22,62.2755
2021-12-22 00:02:23,62.3032
2021-12-22 00:02:24,62.3009
2021-12-22 00:02:25,62.2847
2021-12-22 00:02:26,62.2963
2021-12-22 00:02:27,62.2755
2021-12-22 00:02:28,62.2755
2021-12-22 00:02:29,62.3125
2021-12-22 00:02:30,62.3125
2021-12-22 00:02:31,62.2847
2021-12-22 00:02:32,62.3588
2021-12-22 00:02:33,62.3611
2021-12-22 00:02:34,62.338
2021-12-22 00:02:35,62.3843
2021-12-22 00:02:36,62.3657
2021-12-22 00:02:37,62.375
2021-12-22 00:02:38,62.3148
2021-12-22 00:02:39,62.2685
2021-12-22 00:02:40,62.2685
2021-12-22 00:02:41,62.2593
2021-12-22 00:02:42,62.2199
2021-12-22 00:02:43,62.1481
2021-12-22 00:02:44,62.0394
2021-12-22 00:02:45,61.9931
2021-12-22 00:02:46,61.9907
2021-12-22 00:02:47,62.0417
2021-12-22 00:02:48,62.088
2021-12-22 00:02:49,62.1019
2021-12-22 00:02:50,62.1273
2021-12-22 00:02:51,62.162
2021-12-22 00:02:52,62.1481
2021-12-22 00:02:53,62.0787
2021-12-22 00:02:54,62.0232
2021-12-22 00:02:55,62.0486
2021-12-22 00:02:56,62.1019
2021-12-22 00:02:57,62.081
2021-12-22 00:02:58,62.081
2021-12-22 00:02:59,62.0255
2021-12-22 00:03:00,62.0093
2021-12-22 00:03:01,62.0069
2021-12-22 00:03:02,62.0718
2021-12-22 00:03:03,62.1944
2021-12-22 00:03:04,62.2106
2021-12-22 00:03:05,62.1667
2021-12-22 00:03:06,62.1597
2021-12-22 00:03:07,62.1667
2021-12-22 00:03:08,62.1898
2021-12-22 00:03:09,62.2593
2021-12-22 00:03:10,62.3542
2021-12-22 00:03:11,62.463
2021-12-22 00:03:12,62.5394
2021-12-22 00:03:13,62.4768
2021-12-22 00:03:14,62.3773
2021-12-22 00:03:15,62.2847
2021-12-22 00:03:16,62.2685
2021-12-22 00:03:17,62.3056
2021-12-22 00:03:18,62.3704
2021-12-22 00:03:19,62.4167
2021-12-22 00:03:20,62.463
2021-12-22 00:03:21,62.4468
2021-12-22 00:03:22,62.4329
2021-12-22 00:03:23,62.5718
2021-12-22 00:03:24,62.9259
2021-12-22 00:03:25,63.1736
2021-12-22 00:03:26,63.4028
2021-12-22 00:03:27,63.4352
2021-12-22 00:03:28,63.3889
2021-12-22 00:03:29,63.2477
2021-12-22 00:03:30,63.1065
2021-12-22 00:03:31,63.0116
2021-12-22 00:03:32,62.9306
2021-12-22 00:03:33,62.8565
2021-12-22 00:03:34,62.8843
2021-12-22 00:03:35,62.8565
2021-12-22 00:03:36,62.9167
2021-12-22 00:03:37,62.9167
2021-12-22 00:03:38,62.9144
2021-12-22 00:03:39,62.9028
2021-12-22 00:03:40,62.8565
2021-12-22 00:03:41,62.8704
2021-12-22 00:03:42,62.8843
2021-12-22 00:03:43,62.8634
2021-12-22 00:03:44,62.9537
2021-12-22 00:03:45,63.1736
2021-12-22 00:03:46,63.4514
2021-12-22 00:03:47,63.6458
2021-12-22 00:03:48,63.7245
2021-12-22 00:03:49,63.6181
2021-12-22 00:03:50,63.5046
2021-12-22 00:03:51,63.2963
2021-12-22 00:03:52,63.1991
2021-12-22 00:03:53,63.1528
2021-12-22 00:03:54,63.2014
2021-12-22 00:03:55,63.2315
2021-12-22 00:03:56,63.2847
2021-12-22 00:03:57,63.2917
2021-12-22 00:03:58,63.2847
2021-12-22 00:03:59,63.2685
2021-12-22 00:04:00,63.2315
2021-12-22 00:04:01,63.2477
2021-12-22 00:04:02,63.2593
2021-12-22 00:04:03,63.2917
2021-12-22 00:04:04,63.2477
2021-12-22 00:04:05,63.25
2021-12-22 00:04:06,63.2685
2021-12-22 00:04:07,63.2477
2021-12-22 00:04:08,63.2523
2021-12-22 00:04:09,63.2477
2021-12-22 00:04:10,63.2616
2021-12-22 00:04:11,63.2824
2021-12-22 00:04:12,63.2477
2021-12-22 00:04:13,63.2477
2021-12-22 00:04:14,63.2477
2021-12-22 00:04:15,63.2755
2021-12-22 00:04:16,63.2616
2021-12-22 00:04:17,63.2685
2021-12-22 00:04:18,63.2685
2021-12-22 00:04:19,63.2778
2021-12-22 00:04:20,63.2778
2021-12-22 00:04:21,63.2477
2021-12-22 00:04:22,63.2639
2021-12-22 00:04:23,63.2685
2021-12-22 00:04:24,63.2477
2021-12-22 00:04:25,63.2847
2021-12-22 00:04:26,63.2847
2021-12-22 00:04:27,63.2778
2021-12-22 00:04:28,63.2569
2021-12-22 00:04:29,63.2708
2021-12-22 00:04:30,63.2708
2021-12-22 00:04:31,63.2477
2021-12-22 00:04:32,63.2477
2021-12-22 00:04:33,63.2523
2021-12-22 00:04:34,63.2708
2021-12-22 00:04:35,63.331
2021-12-22 00:04:36,63.3472
2021-12-22 00:04:37,63.3472
2021-12-22 00:04:38,63.2708
2021-12-22 00:04:39,63.294
2021-12-22 00:04:40,63.287
2021-12-22 00:04:41,63.3241
2021-12-22 00:04:42,63.3032
2021-12-22 00:04:43,63.3102
2021-12-22 00:04:44,63.3148
2021-12-22 00:04:45,63.3148
2021-12-22 00:04:46,63.2708
2021-12-22 00:04:47,63.3148
2021-12-22 00:04:48,63.3079
2021-12-22 00:04:49,63.3403
2021-12-22 00:04:50,63.3171
2021-12-22 00:04:51,63.3333
2021-12-22 00:04:52,63.294
2021-12-22 00:04:53,63.294
2021-12-22 00:04:54,63.2801
2021-12-22 00:04:55,63.287
2021-12-22 00:04:56,63.3148
2021-12-22 00:04:57,63.338
2021-12-22 00:04:58,63.331
2021-12-22 00:04:59,63.3032
2021-12-22 00:05:00,63.2801
2021-12-22 00:05:01,63.2407
2021-12-22 00:05:02,63.2407
2021-12-22 00:05:03,63.2315
2021-12-22 00:05:04,63.2755
2021-12-22 00:05:05,63.2755
2021-12-22 00:05:06,63.2917
2021-12-22 00:05:07,63.3148
2021-12-22 00:05:08,63.3958
2021-12-22 00:05:09,63.4676
2021-12-22 00:05:10,63.4444
2021-12-22 00:05:11,63.4028
2021-12-22 00:05:12,63.3634
2021-12-22 00:05:13,63.3542
2021-12-22 00:05:14,63.3634
2021-12-22 00:05:15,63.3935
2021-12-22 00:05:16,63.3819
2021-12-22 00:05:17,63.3657
2021-12-22 00:05:18,63.3611
2021-12-22 00:05:19,63.3426
2021-12-22 00:05:20,63.3542
2021-12-22 00:05:21,63.3704
2021-12-22 00:05:22,63.3866
2021-12-22 00:05:23,63.3958
2021-12-22 00:05:24,63.3333
2021-12-22 00:05:25,63.3403
2021-12-22 00:05:26,63.3611
2021-12-22 00:05:27,63.3773
2021-12-22 00:05:28,63.3843
2021-12-22 00:05:29,63.3866
2021-12-22 00:05:30,63.3866
2021-12-22 00:05:31,63.3866
2021-12-22 00:05:32,63.3657
2021-12-22 00:05:33,63.3495
2021-12-22 00:05:34,63.3565
2021-12-22 00:05:35,63.3704
2021-12-22 00:05:36,63.4028
2021-12-22 00:05:37,63.3866
2021-12-22 00:05:38,63.3727
2021-12-22 00:05:39,63.3588
2021-12-22 00:05:40,63.3565
2021-12-22 00:05:41,63.3796
2021-12-22 00:05:42,63.3657
2021-12-22 00:05:43,63.3472
2021-12-22 00:05:44,63.2708
2021-12-22 00:05:45,63.2477
2021-12-22 00:05:46,63.2546
2021-12-22 00:05:47,63.287
2021-12-22 00:05:48,63.3634
2021-12-22 00:05:49,63.3403
2021-12-22 00:05:50,63.2801
2021-12-22 00:05:51,63.2801
2021-12-22 00:05:52,63.1551
2021-12-22 00:05:53,62.9259
2021-12-22 00:05:54,62.7755
2021-12-22 00:05:55,62.7037
2021-12-22 00:05:56,62.7431
2021-12-22 00:05:57,62.7685
2021-12-22 00:05:58,62.8079
2021-12-22 00:05:59,62.7685
2021-12-22 00:06:00,62.7778
2021-12-22 00:06:01,62.713
2021-12-22 00:06:02,62.713
2021-12-22 00:06:03,62.713
2021-12-22 00:06:04,62.713
2021-12-22 00:06:05,62.7292
2021-12-22 00:06:06,62.7708
2021-12-22 00:06:07,62.7384
2021-12-22 00:06:08,62.6921
2021-12-22 00:06:09,62.6435
2021-12-22 00:06:10,62.6574
2021-12-22 00:06:11,62.6111
2021-12-22 00:06:12,62.5324
2021-12-22 00:06:13,62.3935
2021-12-22 00:06:14,62.3403
2021-12-22 00:06:15,62.3218
2021-12-22 00:06:16,62.3542
2021-12-22 00:06:17,62.4236
2021-12-22 00:06:18,62.4768
2021-12-22 00:06:19,62.5093
2021-12-22 00:06:20,62.4722
2021-12-22 00:06:21,62.4491
2021-12-22 00:06:22,62.4329
2021-12-22 00:06:23,62.4468
2021-12-22 00:06:24,62.5
2021-12-22 00:06:25,62.5509
2021-12-22 00:06:26,62.5648
2021-12-22 00:06:27,62.4954
2021-12-22 00:06:28,62.7106
2021-12-22 00:06:29,62.7106
2021-12-22 00:06:30,62.7292
2021-12-22 00:06:31,62.713
2021-12-22 00:06:32,62.6181
2021-12-22 00:06:33,62.5347
2021-12-22 00:06:34,62.5023
2021-12-22 00:06:35,62.5486
2021-12-22 00:06:36,62.5718
2021-12-22 00:06:37,62.6412
2021-12-22 00:06:38,62.6412
2021-12-22 00:06:39,62.6204
2021-12-22 00:06:40,62.6273
2021-12-22 00:06:41,62.6412
2021-12-22 00:06:42,62.6343
2021-12-22 00:06:43,62.6019
2021-12-22 00:06:44,62.5278
2021-12-22 00:06:45,62.5394
2021-12-22 00:06:46,62.5394
2021-12-22 00:06:47,62.5718
2021-12-22 00:06:48,62.6042
2021-12-22 00:06:49,62.5787
2021-12-22 00:06:50,62.5718
2021-12-22 00:06:51,62.4815
2021-12-22 00:06:52,62.4167
2021-12-22 00:06:53,62.3704
2021-12-22 00:06:54,62.2616
2021-12-22 00:06:55,62.1806
2021-12-22 00:06:56,62.0856
2021-12-22 00:06:57,62.1319
2021-12-22 00:06:58,62.2037
2021-12-22 00:06:59,62.3148
2021-12-22 00:07:00,62.4005
2021-12-22 00:07:01,62.4167
2021-12-22 00:07:02,62.3704
2021-12-22 00:07:03,62.3449
2021-12-22 00:07:04,62.3356
2021-12-22 00:07:05,62.4768
2021-12-22 00:07:06,62.8218
2021-12-22 00:07:07,63.1574
2021-12-22 00:07:08,63.4051
2021-12-22 00:07:09,63.3079
2021-12-22 00:07:10,63.1157
2021-12-22 00:07:11,63.1157
2021-12-22 00:07:12,62.9653
2021-12-22 00:07:13,62.8218
2021-12-22 00:07:14,62.7454
2021-12-22 00:07:15,62.7199
2021-12-22 00:07:16,62.7315
2021-12-22 00:07:17,62.7685
2021-12-22 00:07:18,62.8009
2021-12-22 00:07:19,62.7847
2021-12-22 00:07:20,62.7847
2021-12-22 00:07:21,62.7847
2021-12-22 00:07:22,62.7616
2021-12-22 00:07:23,62.7616
2021-12-22 00:07:24,62.7662
2021-12-22 00:07:25,62.7894
2021-12-22 00:07:26,62.7894
2021-12-22 00:07:27,62.7847
2021-12-22 00:07:28,62.8148
2021-12-22 00:07:29,62.8403
2021-12-22 00:07:30,62.8704
2021-12-22 00:07:31,62.9167
2021-12-22 00:07:32,62.8704
2021-12-22 00:07:33,62.8866
2021-12-22 00:07:34,62.9005
2021-12-22 00:07:35,62.8542
2021-12-22 00:07:36,62.8148
2021-12-22 00:07:37,62.8218
2021-12-22 00:07:38,62.8171
2021-12-22 00:07:39,62.8472
2021-12-22 00:07:40,62.8241
2021-12-22 00:07:41,62.8472
2021-12-22 00:07:42,62.9468
2021-12-22 00:07:43,63.0116
2021-12-22 00:07:44,63.1296
2021-12-22 00:07:45,63.1597
2021-12-22 00:07:46,63.2153
2021-12-22 00:07:47,63.412
2021-12-22 00:07:48,63.8032
2021-12-22 00:07:49,64.2569
2021-12-22 00:07:50,64.6713
2021-12-22 00:07:51,64.8681
2021-12-22 00:07:52,64.6898
2021-12-22 00:07:53,64.2685
2021-12-22 00:07:54,63.6481
2021-12-22 00:07:55,63.3588
2021-12-22 00:07:56,63.287
2021-12-22 00:07:57,63.4884
2021-12-22 00:07:58,63.5972
2021-12-22 00:07:59,63.6852
2021-12-22 00:08:00,63.669
2021-12-22 00:08:01,63.5995
2021-12-22 00:08:02,63.5833
2021-12-22 00:08:03,63.5995
2021-12-22 00:08:04,63.6296
2021-12-22 00:08:05,63.6458
2021-12-22 00:08:06,63.6227
2021-12-22 00:08:07,63.6551
2021-12-22 00:08:08,63.662
2021-12-22 00:08:09,63.7801
2021-12-22 00:08:10,63.9444
2021-12-22 00:08:11,64.0926
2021-12-22 00:08:12,64.2245
2021-12-22 00:08:13,64.1945
2021-12-22 00:08:14,64.0394
2021-12-22 00:08:15,63.9699
2021-12-22 00:08:16,63.8958
2021-12-22 00:08:17,63.8588
2021-12-22 00:08:18,63.9514
2021-12-22 00:08:19,63.9815
2021-12-22 00:08:20,64.0301
2021-12-22 00:08:21,64.1319
2021-12-22 00:08:22,64.3194
2021-12-22 00:08:23,64.5231
2021-12-22 00:08:24,64.6574
2021-12-22 00:08:25,64.7199
2021-12-22 00:08:26,64.6644
2021-12-22 00:08:27,64.6181
2021-12-22 00:08:28,64.6644
2021-12-22 00:08:29,64.8773
2021-12-22 00:08:30,65.2616
2021-12-22 00:08:31,65.713
2021-12-22 00:08:32,66.0185
2021-12-22 00:08:33,66.1435
2021-12-22 00:08:34,66.0602
2021-12-22 00:08:35,65.6458
2021-12-22 00:08:36,65.6458
2021-12-22 00:08:37,65.4352
2021-12-22 00:08:38,65.294
2021-12-22 00:08:39,65.1134
2021-12-22 00:08:40,65.0185
2021-12-22 00:08:41,65.0023
2021-12-22 00:08:42,65.0718
2021-12-22 00:08:43,65.1204
2021-12-22 00:08:44,65.1505
2021-12-22 00:08:45,65.1806
2021-12-22 00:08:46,65.1528
2021-12-22 00:08:47,65.1528
2021-12-22 00:08:48,65.1366
2021-12-22 00:08:49,65.1134
2021-12-22 00:08:50,65.1366
2021-12-22 00:08:51,65.1042
2021-12-22 00:08:52,65.2361
2021-12-22 00:08:53,65.3449
2021-12-22 00:08:54,65.4699
2021-12-22 00:08:55,65.4421
2021-12-22 00:08:56,65.3634
2021-12-22 00:08:57,65.2384
2021-12-22 00:08:58,65.2546
2021-12-22 00:08:59,65.2523
2021-12-22 00:09:00,65.2847
2021-12-22 00:09:01,65.456
2021-12-22 00:09:02,65.6829
2021-12-22 00:09:03,65.9722
2021-12-22 00:09:04,66.1065
2021-12-22 00:09:05,66.1019
2021-12-22 00:09:06,65.9213
2021-12-22 00:09:07,65.7778
2021-12-22 00:09:08,65.669
2021-12-22 00:09:09,65.6088
2021-12-22 00:09:10,65.6597
2021-12-22 00:09:11,65.7315
2021-12-22 00:09:12,65.7477
2021-12-22 00:09:13,65.7708
2021-12-22 00:09:14,65.7546
2021-12-22 00:09:15,65.7361
2021-12-22 00:09:16,65.706
2021-12-22 00:09:17,65.6852
2021-12-22 00:09:18,65.7315
2021-12-22 00:09:19,65.7315
2021-12-22 00:09:20,65.7407
2021-12-22 00:09:21,65.7407
2021-12-22 00:09:22,65.787
2021-12-22 00:09:23,65.8426
2021-12-22 00:09:24,65.9028
2021-12-22 00:09:25,65.8426
2021-12-22 00:09:26,65.8403
2021-12-22 00:09:27,65.8171
2021-12-22 00:09:28,65.8333
2021-12-22 00:09:29,65.831
2021-12-22 00:09:30,65.8773
2021-12-22 00:09:31,65.9028
2021-12-22 00:09:32,65.9583
2021-12-22 00:09:33,66.1551
2021-12-22 00:09:34,66.3264
2021-12-22 00:09:35,66.4514
2021-12-22 00:09:36,66.5208
2021-12-22 00:09:37,66.5995
2021-12-22 00:09:38,66.6319
2021-12-22 00:09:39,66.5718
2021-12-22 00:09:40,66.4699
2021-12-22 00:09:41,66.4699
2021-12-22 00:09:42,66.5301
2021-12-22 00:09:43,66.5856
2021-12-22 00:09:44,66.5764
2021-12-22 00:09:45,66.4769
2021-12-22 00:09:46,66.375
2021-12-22 00:09:47,66.375
2021-12-22 00:09:48,66.4213
2021-12-22 00:09:49,66.4606
2021-12-22 00:09:50,66.4977
2021-12-22 00:09:51,66.5231
2021-12-22 00:09:52,66.5625
2021-12-22 00:09:53,66.7755
2021-12-22 00:09:54,67.0394
2021-12-22 00:09:55,67.2616
2021-12-22 00:09:56,67.2616
2021-12-22 00:09:57,67.2454
2021-12-22 00:09:58,67.213
2021-12-22 00:09:59,67.2662
2021-12-22 00:10:00,67.2824
2021-12-22 00:10:01,67.2778
2021-12-22 00:10:02,67.3195
2021-12-22 00:10:03,67.2593
2021-12-22 00:10:04,67.1806
2021-12-22 00:10:05,67.081
2021-12-22 00:10:06,67.0532
2021-12-22 00:10:07,67.0486
2021-12-22 00:10:08,67.0995
2021-12-22 00:10:09,67.1319
2021-12-22 00:10:10,67.125
2021-12-22 00:10:11,67.2361
2021-12-22 00:10:12,67.463
2021-12-22 00:10:13,67.8009
2021-12-22 00:10:14,68.0602
2021-12-22 00:10:15,68.2014
2021-12-22 00:10:16,68.1852
2021-12-22 00:10:17,68.0116
2021-12-22 00:10:18,67.8171
2021-12-22 00:10:19,67.6898
2021-12-22 00:10:20,67.6273
2021-12-22 00:10:21,67.6736
2021-12-22 00:10:22,67.7778
2021-12-22 00:10:23,67.9421
2021-12-22 00:10:24,68.0764
2021-12-22 00:10:25,68.1528
2021-12-22 00:10:26,68.1296
2021-12-22 00:10:27,68.0278
2021-12-22 00:10:28,67.8611
2021-12-22 00:10:29,67.7824
2021-12-22 00:10:30,67.8079
2021-12-22 00:10:31,67.8611
2021-12-22 00:10:32,67.9028
2021-12-22 00:10:33,67.9745
2021-12-22 00:10:34,68.044
2021-12-22 00:10:35,68.0417
2021-12-22 00:10:36,67.9954
2021-12-22 00:10:37,67.9722
2021-12-22 00:10:38,67.9583
2021-12-22 00:10:39,67.9676
2021-12-22 00:10:40,67.9861
2021-12-22 00:10:41,67.9861
2021-12-22 00:10:42,67.9884
2021-12-22 00:10:43,67.6852
2021-12-22 00:10:44,66.7616
2021-12-22 00:10:45,65.5949
2021-12-22 00:10:46,65.0185
2021-12-22 00:10:47,65.125
2021-12-22 00:10:48,65.4468
2021-12-22 00:10:49,65.7361
2021-12-22 00:10:50,66.0046
2021-12-22 00:10:51,66.3495
2021-12-22 00:10:52,66.6713
2021-12-22 00:10:53,66.8125
2021-12-22 00:10:54,66.8426
2021-12-22 00:10:55,66.9977
2021-12-22 00:10:56,67.1713
2021-12-22 00:10:57,67.1597
2021-12-22 00:10:58,67.0255
2021-12-22 00:10:59,66.7824
2021-12-22 00:11:00,66.6944
2021-12-22 00:11:01,66.6944
2021-12-22 00:11:02,66.75
2021-12-22 00:11:03,66.8148
2021-12-22 00:11:04,66.8773
2021-12-22 00:11:05,66.8981
2021-12-22 00:11:06,66.8681
2021-12-22 00:11:07,66.8819
2021-12-22 00:11:08,66.8819
2021-12-22 00:11:09,66.8449
2021-12-22 00:11:10,66.8519
2021-12-22 00:11:11,66.9769
2021-12-22 00:11:12,67.3287
2021-12-22 00:11:13,67.6181
2021-12-22 00:11:14,67.8519
2021-12-22 00:11:15,67.8889
2021-12-22 00:11:16,67.8102
2021-12-22 00:11:17,67.5602
2021-12-22 00:11:18,67.331
2021-12-22 00:11:19,67.1644
2021-12-22 00:11:20,67.1713
2021-12-22 00:11:21,67.213
2021-12-22 00:11:22,67.3611
2021-12-22 00:11:23,67.3611
2021-12-22 00:11:24,67.5417
2021-12-22 00:11:25,67.7361
2021-12-22 00:11:26,67.8634
2021-12-22 00:11:27,67.8264
2021-12-22 00:11:28,67.7569
2021-12-22 00:11:29,67.5486
2021-12-22 00:11:30,67.4398
2021-12-22 00:11:31,67.4468
2021-12-22 00:11:32,67.5
2021-12-22 00:11:33,67.7824
2021-12-22 00:11:34,68.2685
2021-12-22 00:11:35,68.8079
2021-12-22 00:11:36,69.1019
2021-12-22 00:11:37,69.2431
2021-12-22 00:11:38,69.2014
2021-12-22 00:11:39,69.0208
2021-12-22 00:11:40,68.787
2021-12-22 00:11:41,68.5231
2021-12-22 00:11:42,68.3056
2021-12-22 00:11:43,68.3565
2021-12-22 00:11:44,68.4907
2021-12-22 00:11:45,68.7338
2021-12-22 00:11:46,69.0046
2021-12-22 00:11:47,69.1852
2021-12-22 00:11:48,69.2407
2021-12-22 00:11:49,69.2824
2021-12-22 00:11:50,69.3287
2021-12-22 00:11:51,69.4167
2021-12-22 00:11:52,69.6111
2021-12-22 00:11:53,69.9769
2021-12-22 00:11:54,70.2222
2021-12-22 00:11:55,70.2454
2021-12-22 00:11:56,70.1111
2021-12-22 00:11:57,69.8796
2021-12-22 00:11:58,69.5671
2021-12-22 00:11:59,69.2963
2021-12-22 00:12:00,69.1551
2021-12-22 00:12:01,69.1412
2021-12-22 00:12:02,69.3287
2021-12-22 00:12:03,69.3287
2021-12-22 00:12:04,69.3889
2021-12-22 00:12:05,69.5324
2021-12-22 00:12:06,69.7361
2021-12-22 00:12:07,69.9329
2021-12-22 00:12:08,70.1273
2021-12-22 00:12:09,70.2384
2021-12-22 00:12:10,70.2847
2021-12-22 00:12:11,70.2824
2021-12-22 00:12:12,70.2616
2021-12-22 00:12:13,70.2523
2021-12-22 00:12:14,70.2477
2021-12-22 00:12:15,70.3009
2021-12-22 00:12:16,70.3866
2021-12-22 00:12:17,70.331
2021-12-22 00:12:18,70.2037
2021-12-22 00:12:19,70.0116
2021-12-22 00:12:20,69.9491
2021-12-22 00:12:21,70.0116
2021-12-22 00:12:22,70.1042
2021-12-22 00:12:23,70.1505
2021-12-22 00:12:24,70.1968
2021-12-22 00:12:25,70.2037
2021-12-22 00:12:26,70.1296
2021-12-22 00:12:27,70.1435
2021-12-22 00:12:28,70.1528
2021-12-22 00:12:29,70.2454
2021-12-22 00:12:30,70.2384
2021-12-22 00:12:31,70.2315
2021-12-22 00:12:32,70.2616
2021-12-22 00:12:33,70.3009
2021-12-22 00:12:34,70.3102
2021-12-22 00:12:35,70.3935
2021-12-22 00:12:36,70.3773
2021-12-22 00:12:37,70.4514
2021-12-22 00:12:38,70.6227
2021-12-22 00:12:39,70.8079
2021-12-22 00:12:40,70.7662
2021-12-22 00:12:41,70.6319
2021-12-22 00:12:42,70.581
2021-12-22 00:12:43,70.537
2021-12-22 00:12:44,70.5509
2021-12-22 00:12:45,70.5833
2021-12-22 00:12:46,70.6296
2021-12-22 00:12:47,70.6921
2021-12-22 00:12:48,70.6829
2021-12-22 00:12:49,70.6667
2021-12-22 00:12:50,70.6389
2021-12-22 00:12:51,70.6458
2021-12-22 00:12:52,70.6782
2021-12-22 00:12:53,70.7153
2021-12-22 00:12:54,70.7315
2021-12-22 00:12:55,70.7083
2021-12-22 00:12:56,70.7083
2021-12-22 00:12:57,70.7037
2021-12-22 00:12:58,70.7083
